unique_id,beta,voxel_num
ds001486_sub-0004,7.345088217703676,3096
ds001486_sub-0004,7.095672546155619,3083
ds001486_sub-0004,7.036784502212338,2889
ds001486_sub-0004,6.963104799324515,2890
ds001486_sub-0004,6.927358174673349,3084
ds001486_sub-0004,6.795127498835708,3097
ds001486_sub-0004,6.784455471159226,2876
ds001486_sub-0004,6.595347189249559,2901
ds001486_sub-0004,6.575284765402549,3095
ds001486_sub-0004,6.506651986663329,2902
ds001486_sub-0004,6.4881338307967855,2888
ds001486_sub-0004,6.400743055413207,2875
ds001486_sub-0004,6.391668570197197,2695
ds001486_sub-0004,6.3858987878659095,2694
ds001486_sub-0004,6.381094814538183,3291
ds001486_sub-0004,6.367556577251339,3303
ds001486_sub-0004,6.288057054775416,2682
ds001486_sub-0004,6.270710941288719,2877
ds001486_sub-0004,6.252584454240682,3290
ds001486_sub-0004,6.205175959884038,3304
ds001486_sub-0004,6.118528015724592,3108
ds001486_sub-0004,6.0509924171617415,3109
ds001486_sub-0004,6.050735105772581,2900
ds001486_sub-0004,6.027837364432782,3082
ds001486_sub-0004,5.9855672595369365,2683
ds001486_sub-0004,5.958445620848501,2891
ds001486_sub-0004,5.881471737528208,2506
ds001486_sub-0004,5.881322255547193,2681
ds001486_sub-0004,5.859213495540109,2334
ds001486_sub-0004,5.828521331327309,2706
ds001486_sub-0004,5.725380693522967,2903
ds001486_sub-0004,5.711674804685021,2915
ds001486_sub-0004,5.708793708502938,2518
ds001486_sub-0004,5.666989638955338,2517
ds001486_sub-0004,5.609900971458193,2505
ds001486_sub-0004,5.606060922001877,3107
ds001486_sub-0004,5.597438718235681,3085
ds001486_sub-0004,5.59730822656423,2887
ds001486_sub-0004,5.583461900661671,2670
ds001486_sub-0004,5.580569723557468,2707
ds001486_sub-0004,5.565472327694144,2333
ds001486_sub-0004,5.5504987827932215,1420
ds001486_sub-0004,5.528549693249932,2696
ds001486_sub-0004,5.501948665278615,2138
ds001486_sub-0004,5.468291908590064,2914
ds001486_sub-0004,5.4548937355731875,2139
ds001486_sub-0004,5.43918379886488,2693
ds001486_sub-0004,5.432344865685349,2874
ds001486_sub-0004,5.376085904979078,3094
ds001486_sub-0004,5.359454669158104,3415
ds001486_sub-0004,5.355883440081238,2335
ds001486_sub-0004,5.355618299046367,1419
ds001486_sub-0004,5.342384282734033,2321
ds001486_sub-0004,5.313479717292393,2669
