unique_id,beta,voxel_num
ds001486_sub-0004,4.528651636484657,775
ds001486_sub-0004,4.48572125133806,629
ds001486_sub-0004,4.351395845339008,761
ds001486_sub-0004,4.282733156016516,615
ds001486_sub-0004,4.20639106281405,774
ds001486_sub-0004,4.0887232548701435,616
ds001486_sub-0004,4.043966461395889,630
ds001486_sub-0004,3.975715832237726,910
ds001486_sub-0004,3.95074515270409,790
ds001486_sub-0004,3.937884674483814,644
ds001486_sub-0004,3.9158549007517505,760
ds001486_sub-0004,3.908286763282464,899
ds001486_sub-0004,3.8907373946593906,1170
ds001486_sub-0004,3.845627385685075,776
ds001486_sub-0004,3.840319166939451,762
ds001486_sub-0004,3.833427853449878,789
ds001486_sub-0004,3.74548695281934,628
ds001486_sub-0004,3.7365934793850974,1028
ds001486_sub-0004,3.730856015117232,1017
ds001486_sub-0004,3.716376807292836,1059
ds001486_sub-0004,3.714972472573251,1159
ds001486_sub-0004,3.692078700306709,911
ds001486_sub-0004,3.6541702851722624,900
ds001486_sub-0004,3.635226733861412,909
ds001486_sub-0004,3.633972862560232,1060
ds001486_sub-0004,3.5829265004701254,1171
ds001486_sub-0004,3.5756467667224503,488
ds001486_sub-0004,3.5653559032725255,898
ds001486_sub-0004,3.557473835156105,1029
ds001486_sub-0004,3.524049608638429,643
ds001486_sub-0004,3.5159818261904774,1160
ds001486_sub-0004,3.4755481959763737,1018
ds001486_sub-0004,3.474502341012488,923
ds001486_sub-0004,3.45699212071056,645
ds001486_sub-0004,3.421690752402327,475
ds001486_sub-0004,3.4214302448561655,1039
ds001486_sub-0004,3.41239106835753,1027
ds001486_sub-0004,3.4102659536428033,476
ds001486_sub-0004,3.40847225789488,614
ds001486_sub-0004,3.398542229937736,1320
ds001486_sub-0004,3.396101294609753,1169
ds001486_sub-0004,3.394696431148343,1319
ds001486_sub-0004,3.3938358382464147,603
ds001486_sub-0004,3.383317078501423,1211
ds001486_sub-0004,3.3724145736422253,922
ds001486_sub-0004,3.360115298337663,791
ds001486_sub-0004,3.3571264817790274,1181
ds001486_sub-0004,3.353981230451074,1061
ds001486_sub-0004,3.350121677575814,1058
ds001486_sub-0004,3.3356586436054387,1070
ds001486_sub-0004,3.3232475325947637,1016
ds001486_sub-0004,3.3215085274537035,489
ds001486_sub-0004,3.29747433580608,748
ds001486_sub-0004,3.2961470669853488,1212
ds001486_sub-0004,3.261931230744232,1330
ds001486_sub-0004,3.2552451382675165,1071
ds001486_sub-0004,3.2464409352418677,1038
ds001486_sub-0004,3.2421462180522855,1040
ds001486_sub-0004,3.21526862607659,602
ds001486_sub-0004,3.208215720479565,889
ds001486_sub-0004,3.1846258157773377,749
ds001486_sub-0004,3.1839972496158624,1006
ds001486_sub-0004,3.181610194463157,1331
ds001486_sub-0004,3.1615377593357596,924
ds001486_sub-0004,3.1600603327183396,1180
ds001486_sub-0004,3.154425363864301,773
ds001486_sub-0004,3.1343339758328854,1050
ds001486_sub-0004,3.1311969408862885,500
ds001486_sub-0004,3.1311717949488154,1049
ds001486_sub-0004,3.127176786910325,1048
ds001486_sub-0004,3.1182901758320387,1047
ds001486_sub-0004,3.0962465054169437,788
ds001486_sub-0004,3.089772729993739,658
ds001486_sub-0004,3.088736334111,804
ds001486_sub-0004,3.0856730087601068,1182
ds001486_sub-0004,3.0832041200297935,803
ds001486_sub-0004,3.062502226096867,617
ds001486_sub-0004,3.0566620156847217,888
ds001486_sub-0004,3.0452306592589924,1223
ds001486_sub-0004,2.9952450039932694,2027
ds001486_sub-0004,2.9888355312610893,1051
ds001486_sub-0004,2.9878998987422016,890
ds001486_sub-0004,2.9850234514750973,921
ds001486_sub-0004,2.9841123363331907,931
ds001486_sub-0004,2.9835543836809637,1007
ds001486_sub-0004,2.978866395660015,1210
ds001486_sub-0004,2.9553367888781605,1224
ds001486_sub-0004,2.951282000799382,1062
ds001486_sub-0004,2.94365842314212,1200
ds001486_sub-0004,2.936504453196224,657
ds001486_sub-0004,2.9317909450884905,908
ds001486_sub-0004,2.9312625701987156,1199
ds001486_sub-0004,2.9204775389276385,1158
ds001486_sub-0004,2.909587477017087,2026
ds001486_sub-0004,2.9059442563507356,1046
ds001486_sub-0004,2.888480681562225,759
ds001486_sub-0004,2.888064755797135,1069
ds001486_sub-0004,2.8876327503116292,1309
ds001486_sub-0004,2.8746459884614484,932
ds001486_sub-0004,2.871271283748896,747
ds001486_sub-0005,3.104673276267112,172
ds001486_sub-0005,3.0475743345240063,173
ds001486_sub-0005,2.767273419343729,174
ds001486_sub-0005,2.754172652560321,187
ds001486_sub-0005,2.704588153055754,186
ds001486_sub-0005,2.7026061123809493,188
ds001486_sub-0005,2.585001810470795,185
ds001486_sub-0005,2.251658066770709,166
ds001486_sub-0005,2.0409576848257323,205
ds001486_sub-0005,2.02394119270932,290
ds001486_sub-0005,1.9435447809151216,284
ds001486_sub-0005,1.897764047517124,1948
ds001486_sub-0005,1.8558956766121084,1958
ds001486_sub-0005,1.826380430844538,291
ds001486_sub-0005,1.817333456528062,335
ds001486_sub-0005,1.7657167428429663,334
ds001486_sub-0005,1.7505962465086746,41
ds001486_sub-0005,1.7468570852855287,321
ds001486_sub-0005,1.7352979994026625,1938
ds001486_sub-0005,1.734587545569564,204
ds001486_sub-0005,1.7047167056166392,320
ds001486_sub-0005,1.6687070367027372,40
ds001486_sub-0005,1.661509857473198,442
ds001486_sub-0005,1.6591621856222836,1959
ds001486_sub-0005,1.6373228544006184,1949
ds001486_sub-0005,1.632841497281203,54
ds001486_sub-0005,1.6271624641159956,576
ds001486_sub-0005,1.5948196970155415,1824
ds001486_sub-0005,1.585392448189033,1968
ds001486_sub-0005,1.5744394752269009,447
ds001486_sub-0005,1.5711377772265782,1412
ds001486_sub-0005,1.5709027490908023,333
ds001486_sub-0005,1.5698600168456869,1814
ds001486_sub-0005,1.5591333971019865,1825
ds001486_sub-0005,1.558878384485089,292
ds001486_sub-0005,1.5573831663883044,1562
ds001486_sub-0005,1.5541476088694457,203
ds001486_sub-0005,1.539545833736005,285
ds001486_sub-0005,1.533679614442809,1174
ds001486_sub-0005,1.5311778891565755,1185
ds001486_sub-0005,1.530595004209584,1691
ds001486_sub-0005,1.528605011781757,1551
ds001486_sub-0005,1.5137868229957867,577
ds001486_sub-0005,1.5109572735857777,307
ds001486_sub-0005,1.503344495719472,202
ds001486_sub-0005,1.50231679825894,319
ds001486_sub-0005,1.5010974878398495,1928
ds001486_sub-0005,1.5008809484691743,55
ds001486_sub-0005,1.4862557534080023,1413
ds001486_sub-0005,1.4760922800201175,308
ds001486_sub-0005,1.472541689474193,12
ds001486_sub-0005,1.4647470679173726,1939
ds001486_sub-0005,1.4599205393963868,1701
ds001486_sub-0005,1.457556216661108,163
ds001486_sub-0005,1.4508664183489612,1552
ds001486_sub-0005,1.4482945681065071,1401
ds001486_sub-0005,1.4428392459076935,1184
ds001486_sub-0005,1.4395736209632055,1563
ds001486_sub-0005,1.4388391710512474,1411
ds001486_sub-0005,1.438054154173961,306
ds001486_sub-0005,1.4342161931410995,1969
ds001486_sub-0005,1.4335373425898903,1815
ds001486_sub-0005,1.4323206018606207,293
ds001486_sub-0005,1.425780503963534,1259
ds001486_sub-0005,1.422400521310886,572
ds001486_sub-0005,1.4217076418289314,1804
ds001486_sub-0005,1.4212508268069373,53
ds001486_sub-0005,1.417965658472316,1979
ds001486_sub-0005,1.417684784677826,1834
ds001486_sub-0005,1.4168035046482397,1402
ds001486_sub-0005,1.4102800965108038,438
ds001486_sub-0005,1.407420459532278,1561
ds001486_sub-0005,1.404339310466708,1422
ds001486_sub-0005,1.4009101916415774,162
ds001486_sub-0005,1.4002433021069995,1835
ds001486_sub-0005,1.3953028643072032,294
ds001486_sub-0005,1.389048285402552,11
ds001486_sub-0005,1.3798068211947006,222
ds001486_sub-0005,1.3786094238437692,1173
ds001486_sub-0005,1.3755620759813787,1572
ds001486_sub-0005,1.374725415960083,10
ds001486_sub-0005,1.3715895997591554,350
ds001486_sub-0005,1.369852649339199,1587
ds001486_sub-0005,1.3689574741200647,448
ds001486_sub-0005,1.3652319117614984,1260
ds001486_sub-0005,1.3642720758826872,280
ds001486_sub-0005,1.362593174128215,1270
ds001486_sub-0005,1.3592407649407898,301
ds001486_sub-0005,1.3579637785171614,1927
ds001486_sub-0005,1.347453927392868,1550
ds001486_sub-0005,1.338814928979983,710
ds001486_sub-0005,1.3335819284616208,1271
ds001486_sub-0005,1.3331852188169822,1692
ds001486_sub-0005,1.3214123478513593,349
ds001486_sub-0005,1.3165640158797949,1929
ds001486_sub-0005,1.3154455403301313,1258
ds001486_sub-0005,1.3139668983256354,1980
ds001486_sub-0005,1.3120570009574597,1111
ds001486_sub-0005,1.308717011698435,1682
ds001486_sub-0005,1.307730219461211,1423
ds001486_sub-0006,4.2283909037719845,869
ds001486_sub-0006,4.1726574396950875,866
ds001486_sub-0006,4.114199007921347,870
ds001486_sub-0006,4.086830826894406,888
ds001486_sub-0006,4.025323854667208,878
ds001486_sub-0006,3.9978364408124887,994
ds001486_sub-0006,3.986953433745314,887
ds001486_sub-0006,3.9700962032199167,879
ds001486_sub-0006,3.955607193311519,998
ds001486_sub-0006,3.92352369621838,897
ds001486_sub-0006,3.8628123826711738,1017
ds001486_sub-0006,3.7515093898124943,745
ds001486_sub-0006,3.742023410957695,734
ds001486_sub-0006,3.739893614466781,1027
ds001486_sub-0006,3.739238042056623,898
ds001486_sub-0006,3.7291099252190767,746
ds001486_sub-0006,3.714128296311886,997
ds001486_sub-0006,3.702453840497928,1016
ds001486_sub-0006,3.6642100146345937,1028
ds001486_sub-0006,3.661335218038543,724
ds001486_sub-0006,3.642107935063829,1007
ds001486_sub-0006,3.5913871743602943,758
ds001486_sub-0006,3.5475918544820058,1006
ds001486_sub-0006,3.493535561883941,735
ds001486_sub-0006,3.483265437801257,880
ds001486_sub-0006,3.478247493403746,889
ds001486_sub-0006,3.4492079271356872,877
ds001486_sub-0006,3.432957745833908,718
ds001486_sub-0006,3.42203439181505,1008
ds001486_sub-0006,3.417173314757192,1018
ds001486_sub-0006,3.3994191599717234,995
