MNI_X,MNI_Y,MNI_Z,Overlap,Missing,Num_participants
-62,-54,-18,0,1,338
-64,-54,-18,0,1,282
-30,-52,-18,1,0,0
-32,-52,-18,1,0,0
-34,-52,-18,1,0,0
-36,-52,-18,1,0,0
-38,-52,-18,1,0,0
-40,-52,-18,1,0,0
-42,-52,-18,1,0,0
-44,-52,-18,1,0,0
-46,-52,-18,1,0,0
-48,-52,-18,1,0,0
-50,-52,-18,1,0,0
-52,-52,-18,1,0,0
-54,-52,-18,1,0,0
-56,-52,-18,1,0,0
-58,-52,-18,0,1,369
-60,-52,-18,0,1,364
-62,-52,-18,0,1,344
-64,-52,-18,0,1,297
-66,-52,-18,0,1,190
-28,-50,-18,1,0,0
-30,-50,-18,1,0,0
-32,-50,-18,1,0,0
-34,-50,-18,1,0,0
-36,-50,-18,1,0,0
-38,-50,-18,1,0,0
-40,-50,-18,1,0,0
-42,-50,-18,1,0,0
-44,-50,-18,1,0,0
-46,-50,-18,1,0,0
-48,-50,-18,1,0,0
-50,-50,-18,1,0,0
-52,-50,-18,1,0,0
-54,-50,-18,1,0,0
-56,-50,-18,1,0,0
-58,-50,-18,0,1,372
-60,-50,-18,0,1,363
-62,-50,-18,0,1,349
-64,-50,-18,0,1,317
-66,-50,-18,0,1,230
-68,-50,-18,0,1,95
-26,-48,-18,1,0,0
-28,-48,-18,1,0,0
-30,-48,-18,1,0,0
-32,-48,-18,1,0,0
-34,-48,-18,1,0,0
-36,-48,-18,1,0,0
-38,-48,-18,1,0,0
-40,-48,-18,1,0,0
-42,-48,-18,1,0,0
-44,-48,-18,1,0,0
-46,-48,-18,1,0,0
-48,-48,-18,1,0,0
-50,-48,-18,1,0,0
-52,-48,-18,1,0,0
-54,-48,-18,1,0,0
-56,-48,-18,1,0,0
-58,-48,-18,0,1,372
-60,-48,-18,0,1,362
-62,-48,-18,0,1,355
-64,-48,-18,0,1,328
-66,-48,-18,0,1,257
-68,-48,-18,0,1,129
-24,-46,-18,1,0,0
-26,-46,-18,1,0,0
-28,-46,-18,1,0,0
-30,-46,-18,1,0,0
-32,-46,-18,1,0,0
-34,-46,-18,1,0,0
-36,-46,-18,1,0,0
-38,-46,-18,1,0,0
-40,-46,-18,1,0,0
-42,-46,-18,1,0,0
-44,-46,-18,1,0,0
-46,-46,-18,1,0,0
-48,-46,-18,1,0,0
-50,-46,-18,1,0,0
-52,-46,-18,1,0,0
-54,-46,-18,1,0,0
-56,-46,-18,0,1,374
-58,-46,-18,0,1,369
-60,-46,-18,0,1,361
-62,-46,-18,0,1,353
-64,-46,-18,0,1,334
-66,-46,-18,0,1,284
-68,-46,-18,0,1,163
-22,-44,-18,1,0,0
-24,-44,-18,1,0,0
-26,-44,-18,1,0,0
-28,-44,-18,1,0,0
-30,-44,-18,1,0,0
-32,-44,-18,1,0,0
-34,-44,-18,1,0,0
-36,-44,-18,1,0,0
-38,-44,-18,1,0,0
-40,-44,-18,1,0,0
-42,-44,-18,1,0,0
-44,-44,-18,1,0,0
-46,-44,-18,1,0,0
-48,-44,-18,1,0,0
-50,-44,-18,1,0,0
-52,-44,-18,0,1,374
-54,-44,-18,0,1,374
-56,-44,-18,0,1,371
-58,-44,-18,0,1,368
-60,-44,-18,0,1,362
-62,-44,-18,0,1,353
-64,-44,-18,0,1,343
-66,-44,-18,0,1,293
-68,-44,-18,0,1,202
-22,-42,-18,1,0,0
-24,-42,-18,1,0,0
-26,-42,-18,1,0,0
-28,-42,-18,1,0,0
-30,-42,-18,1,0,0
-32,-42,-18,1,0,0
-34,-42,-18,1,0,0
-36,-42,-18,1,0,0
-38,-42,-18,1,0,0
-40,-42,-18,1,0,0
-42,-42,-18,1,0,0
-44,-42,-18,1,0,0
-46,-42,-18,1,0,0
-48,-42,-18,1,0,0
-50,-42,-18,1,0,0
-52,-42,-18,0,1,374
-54,-42,-18,0,1,374
-56,-42,-18,0,1,371
-58,-42,-18,0,1,368
-60,-42,-18,0,1,360
-62,-42,-18,0,1,357
-64,-42,-18,0,1,348
-66,-42,-18,0,1,310
-68,-42,-18,0,1,229
-22,-40,-18,1,0,0
-24,-40,-18,1,0,0
-26,-40,-18,1,0,0
-28,-40,-18,1,0,0
-30,-40,-18,1,0,0
-32,-40,-18,1,0,0
-34,-40,-18,1,0,0
-36,-40,-18,1,0,0
-38,-40,-18,1,0,0
-40,-40,-18,1,0,0
-42,-40,-18,1,0,0
-44,-40,-18,1,0,0
-46,-40,-18,1,0,0
-48,-40,-18,1,0,0
-50,-40,-18,0,1,374
-52,-40,-18,0,1,374
-54,-40,-18,0,1,371
-56,-40,-18,0,1,371
-58,-40,-18,0,1,365
-60,-40,-18,0,1,360
-62,-40,-18,0,1,356
-64,-40,-18,0,1,349
-66,-40,-18,0,1,323
-68,-40,-18,0,1,252
-20,-38,-18,1,0,0
-22,-38,-18,1,0,0
-24,-38,-18,1,0,0
-26,-38,-18,1,0,0
-28,-38,-18,1,0,0
-30,-38,-18,1,0,0
-32,-38,-18,1,0,0
-34,-38,-18,1,0,0
-36,-38,-18,1,0,0
-38,-38,-18,1,0,0
-40,-38,-18,1,0,0
-42,-38,-18,1,0,0
-44,-38,-18,1,0,0
-46,-38,-18,1,0,0
-48,-38,-18,1,0,0
-50,-38,-18,0,1,374
-52,-38,-18,0,1,374
-54,-38,-18,0,1,371
-56,-38,-18,0,1,370
-58,-38,-18,0,1,364
-60,-38,-18,0,1,360
-62,-38,-18,0,1,355
-64,-38,-18,0,1,352
-66,-38,-18,0,1,328
-68,-38,-18,0,1,275
-20,-36,-18,1,0,0
-22,-36,-18,1,0,0
-24,-36,-18,1,0,0
-26,-36,-18,1,0,0
-28,-36,-18,1,0,0
-30,-36,-18,1,0,0
-32,-36,-18,1,0,0
-34,-36,-18,1,0,0
-36,-36,-18,1,0,0
-38,-36,-18,1,0,0
-40,-36,-18,1,0,0
-42,-36,-18,1,0,0
-44,-36,-18,1,0,0
-46,-36,-18,1,0,0
-48,-36,-18,1,0,0
-50,-36,-18,0,1,374
-52,-36,-18,0,1,373
-54,-36,-18,0,1,372
-56,-36,-18,0,1,370
-58,-36,-18,0,1,363
-60,-36,-18,0,1,359
-62,-36,-18,0,1,356
-64,-36,-18,0,1,352
-66,-36,-18,0,1,332
-68,-36,-18,0,1,288
-18,-34,-18,1,0,0
-20,-34,-18,1,0,0
-22,-34,-18,1,0,0
-24,-34,-18,1,0,0
-26,-34,-18,1,0,0
-28,-34,-18,1,0,0
-30,-34,-18,1,0,0
-32,-34,-18,1,0,0
-34,-34,-18,1,0,0
-36,-34,-18,1,0,0
-38,-34,-18,1,0,0
-40,-34,-18,1,0,0
-42,-34,-18,1,0,0
-44,-34,-18,1,0,0
-46,-34,-18,1,0,0
-48,-34,-18,1,0,0
-50,-34,-18,0,1,374
-52,-34,-18,0,1,373
-54,-34,-18,0,1,372
-56,-34,-18,0,1,369
-58,-34,-18,0,1,364
-60,-34,-18,0,1,360
-62,-34,-18,0,1,357
-64,-34,-18,0,1,354
-66,-34,-18,0,1,340
-68,-34,-18,0,1,294
-70,-34,-18,0,1,217
-16,-32,-18,1,0,0
-18,-32,-18,1,0,0
-20,-32,-18,1,0,0
-30,-32,-18,1,0,0
-32,-32,-18,1,0,0
-34,-32,-18,1,0,0
-36,-32,-18,1,0,0
-38,-32,-18,1,0,0
-40,-32,-18,1,0,0
-42,-32,-18,1,0,0
-44,-32,-18,1,0,0
-46,-32,-18,1,0,0
-50,-32,-18,0,1,374
-52,-32,-18,0,1,373
-54,-32,-18,0,1,371
-56,-32,-18,0,1,369
-58,-32,-18,0,1,364
-60,-32,-18,0,1,361
-62,-32,-18,0,1,357
-64,-32,-18,0,1,351
-66,-32,-18,0,1,338
-68,-32,-18,0,1,310
-70,-32,-18,0,1,240
-32,-30,-18,1,0,0
-34,-30,-18,1,0,0
-36,-30,-18,1,0,0
-38,-30,-18,1,0,0
-40,-30,-18,1,0,0
-42,-30,-18,1,0,0
-44,-30,-18,1,0,0
-46,-30,-18,1,0,0
-50,-30,-18,1,0,0
-52,-30,-18,0,1,372
-54,-30,-18,0,1,371
-56,-30,-18,0,1,370
-58,-30,-18,0,1,366
-60,-30,-18,0,1,367
-62,-30,-18,0,1,358
-64,-30,-18,0,1,355
-66,-30,-18,0,1,343
-68,-30,-18,0,1,319
-70,-30,-18,0,1,259
-22,-76,-16,0,1,373
-24,-76,-16,0,1,373
-26,-76,-16,0,1,372
-28,-76,-16,0,1,372
-30,-76,-16,0,1,372
-32,-76,-16,0,1,372
-34,-76,-16,0,1,372
-36,-76,-16,0,1,372
-38,-76,-16,0,1,372
-40,-76,-16,0,1,372
-42,-76,-16,0,1,372
-22,-74,-16,0,1,373
-24,-74,-16,0,1,373
-26,-74,-16,0,1,373
-28,-74,-16,0,1,373
-30,-74,-16,0,1,373
-32,-74,-16,0,1,373
-34,-74,-16,0,1,373
-36,-74,-16,0,1,373
-38,-74,-16,0,1,373
-40,-74,-16,0,1,373
-42,-74,-16,0,1,373
-22,-72,-16,0,1,373
-24,-72,-16,0,1,373
-26,-72,-16,0,1,373
-28,-72,-16,0,1,373
-30,-72,-16,0,1,373
-32,-72,-16,0,1,373
-34,-72,-16,0,1,373
-36,-72,-16,0,1,373
-38,-72,-16,0,1,373
-40,-72,-16,0,1,373
-42,-72,-16,0,1,373
-22,-70,-16,0,1,374
-24,-70,-16,0,1,374
-26,-70,-16,0,1,374
-28,-70,-16,0,1,374
-30,-70,-16,0,1,373
-32,-70,-16,0,1,373
-34,-70,-16,0,1,373
-36,-70,-16,0,1,373
-38,-70,-16,0,1,373
-40,-70,-16,0,1,373
-42,-70,-16,0,1,373
-24,-68,-16,0,1,374
-26,-68,-16,0,1,374
-28,-68,-16,0,1,374
-30,-68,-16,0,1,374
-32,-68,-16,0,1,374
-34,-68,-16,0,1,374
-36,-68,-16,0,1,374
-38,-68,-16,0,1,374
-40,-68,-16,0,1,374
-42,-68,-16,0,1,374
-44,-68,-16,0,1,374
-24,-66,-16,1,0,0
-26,-66,-16,1,0,0
-28,-66,-16,1,0,0
-30,-66,-16,1,0,0
-32,-66,-16,1,0,0
-34,-66,-16,1,0,0
-36,-66,-16,1,0,0
-38,-66,-16,1,0,0
-40,-66,-16,1,0,0
-42,-66,-16,1,0,0
-44,-66,-16,1,0,0
-24,-64,-16,1,0,0
-26,-64,-16,1,0,0
-28,-64,-16,1,0,0
-30,-64,-16,1,0,0
-32,-64,-16,1,0,0
-34,-64,-16,1,0,0
-36,-64,-16,1,0,0
-38,-64,-16,1,0,0
-40,-64,-16,1,0,0
-42,-64,-16,1,0,0
-44,-64,-16,1,0,0
-24,-62,-16,1,0,0
-26,-62,-16,1,0,0
-28,-62,-16,1,0,0
-30,-62,-16,1,0,0
-32,-62,-16,1,0,0
-34,-62,-16,1,0,0
-36,-62,-16,1,0,0
-38,-62,-16,1,0,0
-40,-62,-16,1,0,0
-42,-62,-16,1,0,0
-44,-62,-16,1,0,0
-46,-62,-16,1,0,0
-54,-62,-16,1,0,0
-56,-62,-16,1,0,0
-58,-62,-16,0,1,373
-60,-62,-16,0,1,345
-24,-60,-16,1,0,0
-26,-60,-16,1,0,0
-28,-60,-16,1,0,0
-30,-60,-16,1,0,0
-32,-60,-16,1,0,0
-34,-60,-16,1,0,0
-36,-60,-16,1,0,0
-38,-60,-16,1,0,0
-40,-60,-16,1,0,0
-42,-60,-16,1,0,0
-44,-60,-16,1,0,0
-46,-60,-16,1,0,0
-50,-60,-16,1,0,0
-52,-60,-16,1,0,0
-54,-60,-16,1,0,0
-56,-60,-16,1,0,0
-58,-60,-16,0,1,374
-60,-60,-16,0,1,364
-62,-60,-16,0,1,315
-24,-58,-16,1,0,0
-26,-58,-16,1,0,0
-28,-58,-16,1,0,0
-30,-58,-16,1,0,0
-32,-58,-16,1,0,0
-34,-58,-16,1,0,0
-36,-58,-16,1,0,0
-38,-58,-16,1,0,0
-40,-58,-16,1,0,0
-42,-58,-16,1,0,0
-44,-58,-16,1,0,0
-46,-58,-16,1,0,0
-48,-58,-16,1,0,0
-50,-58,-16,1,0,0
-52,-58,-16,1,0,0
-54,-58,-16,1,0,0
-56,-58,-16,1,0,0
-58,-58,-16,0,1,374
-60,-58,-16,0,1,370
-62,-58,-16,0,1,343
-64,-58,-16,0,1,254
-24,-56,-16,1,0,0
-26,-56,-16,1,0,0
-28,-56,-16,1,0,0
-30,-56,-16,1,0,0
-32,-56,-16,1,0,0
-34,-56,-16,1,0,0
-36,-56,-16,1,0,0
-38,-56,-16,1,0,0
-40,-56,-16,1,0,0
-42,-56,-16,1,0,0
-44,-56,-16,1,0,0
-46,-56,-16,1,0,0
-48,-56,-16,1,0,0
-50,-56,-16,1,0,0
-52,-56,-16,1,0,0
-54,-56,-16,1,0,0
-56,-56,-16,1,0,0
-58,-56,-16,1,0,0
-60,-56,-16,0,1,372
-62,-56,-16,0,1,360
-64,-56,-16,0,1,308
-22,-54,-16,1,0,0
-24,-54,-16,1,0,0
-26,-54,-16,1,0,0
-28,-54,-16,1,0,0
-30,-54,-16,1,0,0
-32,-54,-16,1,0,0
-34,-54,-16,1,0,0
-36,-54,-16,1,0,0
-38,-54,-16,1,0,0
-40,-54,-16,1,0,0
-42,-54,-16,1,0,0
-44,-54,-16,1,0,0
-46,-54,-16,1,0,0
-48,-54,-16,1,0,0
-50,-54,-16,1,0,0
-52,-54,-16,1,0,0
-54,-54,-16,1,0,0
-56,-54,-16,1,0,0
-58,-54,-16,1,0,0
-60,-54,-16,0,1,373
-62,-54,-16,0,1,364
-64,-54,-16,0,1,331
-22,-52,-16,1,0,0
-24,-52,-16,1,0,0
-26,-52,-16,1,0,0
-28,-52,-16,1,0,0
-30,-52,-16,1,0,0
-32,-52,-16,1,0,0
-34,-52,-16,1,0,0
-36,-52,-16,1,0,0
-38,-52,-16,1,0,0
-40,-52,-16,1,0,0
-42,-52,-16,1,0,0
-44,-52,-16,1,0,0
-46,-52,-16,1,0,0
-48,-52,-16,1,0,0
-50,-52,-16,1,0,0
-52,-52,-16,1,0,0
-54,-52,-16,1,0,0
-56,-52,-16,1,0,0
-58,-52,-16,1,0,0
-60,-52,-16,0,1,372
-62,-52,-16,0,1,365
-64,-52,-16,0,1,346
-66,-52,-16,0,1,267
-22,-50,-16,1,0,0
-24,-50,-16,1,0,0
-26,-50,-16,1,0,0
-28,-50,-16,1,0,0
-30,-50,-16,1,0,0
-32,-50,-16,1,0,0
-34,-50,-16,1,0,0
-36,-50,-16,1,0,0
-38,-50,-16,1,0,0
-40,-50,-16,1,0,0
-42,-50,-16,1,0,0
-44,-50,-16,1,0,0
-46,-50,-16,1,0,0
-48,-50,-16,1,0,0
-50,-50,-16,1,0,0
-52,-50,-16,1,0,0
-54,-50,-16,1,0,0
-56,-50,-16,1,0,0
-58,-50,-16,1,0,0
-60,-50,-16,0,1,373
-62,-50,-16,0,1,368
-64,-50,-16,0,1,353
-66,-50,-16,0,1,299
-68,-50,-16,0,1,148
-20,-48,-16,1,0,0
-22,-48,-16,1,0,0
-24,-48,-16,1,0,0
-26,-48,-16,1,0,0
-28,-48,-16,1,0,0
-30,-48,-16,1,0,0
-32,-48,-16,1,0,0
-34,-48,-16,1,0,0
-36,-48,-16,1,0,0
-38,-48,-16,1,0,0
-40,-48,-16,1,0,0
-42,-48,-16,1,0,0
-44,-48,-16,1,0,0
-46,-48,-16,1,0,0
-48,-48,-16,1,0,0
-50,-48,-16,1,0,0
-52,-48,-16,1,0,0
-54,-48,-16,1,0,0
-56,-48,-16,1,0,0
-58,-48,-16,1,0,0
-60,-48,-16,0,1,374
-62,-48,-16,0,1,369
-64,-48,-16,0,1,356
-66,-48,-16,0,1,319
-68,-48,-16,0,1,202
-20,-46,-16,1,0,0
-22,-46,-16,1,0,0
-24,-46,-16,1,0,0
-26,-46,-16,1,0,0
-28,-46,-16,1,0,0
-30,-46,-16,1,0,0
-32,-46,-16,1,0,0
-34,-46,-16,1,0,0
-36,-46,-16,1,0,0
-38,-46,-16,1,0,0
-40,-46,-16,1,0,0
-42,-46,-16,1,0,0
-44,-46,-16,1,0,0
-46,-46,-16,1,0,0
-48,-46,-16,1,0,0
-50,-46,-16,1,0,0
-52,-46,-16,1,0,0
-54,-46,-16,1,0,0
-56,-46,-16,1,0,0
-58,-46,-16,1,0,0
-60,-46,-16,0,1,374
-62,-46,-16,0,1,366
-64,-46,-16,0,1,358
-66,-46,-16,0,1,331
-68,-46,-16,0,1,238
-18,-44,-16,1,0,0
-20,-44,-16,1,0,0
-22,-44,-16,1,0,0
-24,-44,-16,1,0,0
-26,-44,-16,1,0,0
-28,-44,-16,1,0,0
-30,-44,-16,1,0,0
-32,-44,-16,1,0,0
-34,-44,-16,1,0,0
-36,-44,-16,1,0,0
-38,-44,-16,1,0,0
-40,-44,-16,1,0,0
-42,-44,-16,1,0,0
-44,-44,-16,1,0,0
-46,-44,-16,1,0,0
-48,-44,-16,1,0,0
-50,-44,-16,1,0,0
-52,-44,-16,1,0,0
-54,-44,-16,1,0,0
-56,-44,-16,1,0,0
-58,-44,-16,1,0,0
-60,-44,-16,0,1,371
-62,-44,-16,0,1,365
-64,-44,-16,0,1,358
-66,-44,-16,0,1,338
-68,-44,-16,0,1,256
-18,-42,-16,1,0,0
-20,-42,-16,1,0,0
-22,-42,-16,1,0,0
-24,-42,-16,1,0,0
-26,-42,-16,1,0,0
-28,-42,-16,1,0,0
-30,-42,-16,1,0,0
-32,-42,-16,1,0,0
-34,-42,-16,1,0,0
-36,-42,-16,1,0,0
-38,-42,-16,1,0,0
-40,-42,-16,1,0,0
-42,-42,-16,1,0,0
-44,-42,-16,1,0,0
-46,-42,-16,1,0,0
-48,-42,-16,1,0,0
-50,-42,-16,1,0,0
-52,-42,-16,1,0,0
-54,-42,-16,1,0,0
-56,-42,-16,0,1,374
-58,-42,-16,0,1,372
-60,-42,-16,0,1,371
-62,-42,-16,0,1,365
-64,-42,-16,0,1,359
-66,-42,-16,0,1,346
-68,-42,-16,0,1,287
-16,-40,-16,1,0,0
-18,-40,-16,1,0,0
-20,-40,-16,1,0,0
-22,-40,-16,1,0,0
-24,-40,-16,1,0,0
-26,-40,-16,1,0,0
-28,-40,-16,1,0,0
-30,-40,-16,1,0,0
-32,-40,-16,1,0,0
-34,-40,-16,1,0,0
-36,-40,-16,1,0,0
-38,-40,-16,1,0,0
-40,-40,-16,1,0,0
-42,-40,-16,1,0,0
-44,-40,-16,1,0,0
-46,-40,-16,1,0,0
-48,-40,-16,1,0,0
-50,-40,-16,1,0,0
-52,-40,-16,1,0,0
-54,-40,-16,0,1,374
-56,-40,-16,0,1,374
-58,-40,-16,0,1,372
-60,-40,-16,0,1,371
-62,-40,-16,0,1,364
-64,-40,-16,0,1,362
-66,-40,-16,0,1,349
-68,-40,-16,0,1,303
-16,-38,-16,1,0,0
-18,-38,-16,1,0,0
-20,-38,-16,1,0,0
-22,-38,-16,1,0,0
-24,-38,-16,1,0,0
-26,-38,-16,1,0,0
-28,-38,-16,1,0,0
-30,-38,-16,1,0,0
-32,-38,-16,1,0,0
-34,-38,-16,1,0,0
-36,-38,-16,1,0,0
-38,-38,-16,1,0,0
-40,-38,-16,1,0,0
-42,-38,-16,1,0,0
-44,-38,-16,1,0,0
-46,-38,-16,1,0,0
-48,-38,-16,1,0,0
-50,-38,-16,1,0,0
-52,-38,-16,0,1,374
-54,-38,-16,0,1,374
-56,-38,-16,0,1,374
-58,-38,-16,0,1,372
-60,-38,-16,0,1,372
-62,-38,-16,0,1,366
-64,-38,-16,0,1,363
-66,-38,-16,0,1,353
-68,-38,-16,0,1,319
-16,-36,-16,1,0,0
-18,-36,-16,1,0,0
-20,-36,-16,1,0,0
-22,-36,-16,1,0,0
-24,-36,-16,1,0,0
-26,-36,-16,1,0,0
-28,-36,-16,1,0,0
-30,-36,-16,1,0,0
-32,-36,-16,1,0,0
-34,-36,-16,1,0,0
-36,-36,-16,1,0,0
-38,-36,-16,1,0,0
-40,-36,-16,1,0,0
-42,-36,-16,1,0,0
-44,-36,-16,1,0,0
-46,-36,-16,1,0,0
-48,-36,-16,1,0,0
-54,-36,-16,0,1,374
-56,-36,-16,0,1,374
-58,-36,-16,0,1,373
-60,-36,-16,0,1,370
-62,-36,-16,0,1,366
-14,-34,-16,1,0,0
-16,-34,-16,1,0,0
-18,-34,-16,1,0,0
-20,-34,-16,1,0,0
-22,-34,-16,1,0,0
-24,-34,-16,1,0,0
-26,-34,-16,1,0,0
-28,-34,-16,1,0,0
-30,-34,-16,1,0,0
-32,-34,-16,1,0,0
-34,-34,-16,1,0,0
-36,-34,-16,1,0,0
-38,-34,-16,1,0,0
-40,-34,-16,1,0,0
-42,-34,-16,1,0,0
-44,-34,-16,1,0,0
-46,-34,-16,1,0,0
-48,-34,-16,1,0,0
-32,-32,-16,1,0,0
-34,-32,-16,1,0,0
-36,-32,-16,1,0,0
-38,-32,-16,1,0,0
-40,-32,-16,1,0,0
-42,-32,-16,1,0,0
-44,-32,-16,1,0,0
-46,-32,-16,1,0,0
-32,-30,-16,1,0,0
-34,-30,-16,1,0,0
-36,-30,-16,1,0,0
-38,-30,-16,1,0,0
-40,-30,-16,1,0,0
-42,-30,-16,1,0,0
-44,-30,-16,1,0,0
-46,-30,-16,1,0,0
-22,-76,-14,0,1,373
-24,-76,-14,0,1,373
-26,-76,-14,0,1,373
-28,-76,-14,0,1,373
-30,-76,-14,0,1,373
-32,-76,-14,0,1,373
-34,-76,-14,0,1,373
-36,-76,-14,0,1,373
-38,-76,-14,0,1,373
-40,-76,-14,0,1,373
-22,-74,-14,0,1,373
-24,-74,-14,0,1,373
-26,-74,-14,0,1,373
-28,-74,-14,0,1,373
-30,-74,-14,0,1,373
-32,-74,-14,0,1,373
-34,-74,-14,0,1,373
-36,-74,-14,0,1,373
-38,-74,-14,0,1,373
-40,-74,-14,0,1,373
-22,-72,-14,0,1,374
-24,-72,-14,0,1,374
-26,-72,-14,0,1,374
-28,-72,-14,0,1,374
-30,-72,-14,0,1,373
-32,-72,-14,0,1,373
-34,-72,-14,0,1,373
-36,-72,-14,0,1,374
-38,-72,-14,0,1,374
-40,-72,-14,0,1,374
-22,-70,-14,1,0,0
-24,-70,-14,1,0,0
-26,-70,-14,1,0,0
-28,-70,-14,1,0,0
-30,-70,-14,1,0,0
-32,-70,-14,1,0,0
-34,-70,-14,1,0,0
-36,-70,-14,1,0,0
-38,-70,-14,1,0,0
-40,-70,-14,1,0,0
-24,-68,-14,1,0,0
-26,-68,-14,1,0,0
-28,-68,-14,1,0,0
-30,-68,-14,1,0,0
-32,-68,-14,1,0,0
-34,-68,-14,1,0,0
-36,-68,-14,1,0,0
-38,-68,-14,1,0,0
-40,-68,-14,1,0,0
-42,-68,-14,1,0,0
-24,-66,-14,1,0,0
-26,-66,-14,1,0,0
-28,-66,-14,1,0,0
-30,-66,-14,1,0,0
-32,-66,-14,1,0,0
-34,-66,-14,1,0,0
-36,-66,-14,1,0,0
-38,-66,-14,1,0,0
-40,-66,-14,1,0,0
-42,-66,-14,1,0,0
-24,-64,-14,1,0,0
-26,-64,-14,1,0,0
-28,-64,-14,1,0,0
-30,-64,-14,1,0,0
-32,-64,-14,1,0,0
-34,-64,-14,1,0,0
-36,-64,-14,1,0,0
-38,-64,-14,1,0,0
-40,-64,-14,1,0,0
-42,-64,-14,1,0,0
-44,-64,-14,1,0,0
-24,-62,-14,1,0,0
-26,-62,-14,1,0,0
-28,-62,-14,1,0,0
-30,-62,-14,1,0,0
-32,-62,-14,1,0,0
-34,-62,-14,1,0,0
-36,-62,-14,1,0,0
-38,-62,-14,1,0,0
-40,-62,-14,1,0,0
-42,-62,-14,1,0,0
-56,-62,-14,1,0,0
-58,-62,-14,1,0,0
-60,-62,-14,0,1,365
-62,-62,-14,0,1,303
-24,-60,-14,1,0,0
-26,-60,-14,1,0,0
-28,-60,-14,1,0,0
-30,-60,-14,1,0,0
-32,-60,-14,1,0,0
-34,-60,-14,1,0,0
-36,-60,-14,1,0,0
-38,-60,-14,1,0,0
-40,-60,-14,1,0,0
-42,-60,-14,1,0,0
-52,-60,-14,1,0,0
-54,-60,-14,1,0,0
-56,-60,-14,1,0,0
-58,-60,-14,1,0,0
-60,-60,-14,0,1,372
-62,-60,-14,0,1,350
-24,-58,-14,1,0,0
-26,-58,-14,1,0,0
-28,-58,-14,1,0,0
-30,-58,-14,1,0,0
-32,-58,-14,1,0,0
-34,-58,-14,1,0,0
-36,-58,-14,1,0,0
-38,-58,-14,1,0,0
-40,-58,-14,1,0,0
-42,-58,-14,1,0,0
-46,-58,-14,1,0,0
-48,-58,-14,1,0,0
-50,-58,-14,1,0,0
-52,-58,-14,1,0,0
-54,-58,-14,1,0,0
-56,-58,-14,1,0,0
-58,-58,-14,1,0,0
-60,-58,-14,0,1,374
-62,-58,-14,0,1,367
-24,-56,-14,1,0,0
-26,-56,-14,1,0,0
-28,-56,-14,1,0,0
-30,-56,-14,1,0,0
-32,-56,-14,1,0,0
-34,-56,-14,1,0,0
-36,-56,-14,1,0,0
-38,-56,-14,1,0,0
-40,-56,-14,1,0,0
-42,-56,-14,1,0,0
-44,-56,-14,1,0,0
-46,-56,-14,1,0,0
-48,-56,-14,1,0,0
-50,-56,-14,1,0,0
-52,-56,-14,1,0,0
-54,-56,-14,1,0,0
-56,-56,-14,1,0,0
-58,-56,-14,1,0,0
-60,-56,-14,1,0,0
-62,-56,-14,0,1,371
-64,-56,-14,0,1,347
-22,-54,-14,1,0,0
-24,-54,-14,1,0,0
-26,-54,-14,1,0,0
-28,-54,-14,1,0,0
-30,-54,-14,1,0,0
-32,-54,-14,1,0,0
-34,-54,-14,1,0,0
-36,-54,-14,1,0,0
-38,-54,-14,1,0,0
-40,-54,-14,1,0,0
-42,-54,-14,1,0,0
-44,-54,-14,1,0,0
-46,-54,-14,1,0,0
-48,-54,-14,1,0,0
-50,-54,-14,1,0,0
-52,-54,-14,1,0,0
-54,-54,-14,1,0,0
-56,-54,-14,1,0,0
-58,-54,-14,1,0,0
-60,-54,-14,1,0,0
-62,-54,-14,0,1,373
-64,-54,-14,0,1,359
-22,-52,-14,1,0,0
-24,-52,-14,1,0,0
-26,-52,-14,1,0,0
-28,-52,-14,1,0,0
-30,-52,-14,1,0,0
-32,-52,-14,1,0,0
-34,-52,-14,1,0,0
-36,-52,-14,1,0,0
-38,-52,-14,1,0,0
-40,-52,-14,1,0,0
-42,-52,-14,1,0,0
-44,-52,-14,1,0,0
-46,-52,-14,1,0,0
-48,-52,-14,1,0,0
-50,-52,-14,1,0,0
-52,-52,-14,1,0,0
-54,-52,-14,1,0,0
-56,-52,-14,1,0,0
-58,-52,-14,1,0,0
-60,-52,-14,1,0,0
-62,-52,-14,0,1,374
-64,-52,-14,0,1,368
-66,-52,-14,0,1,322
-20,-50,-14,1,0,0
-22,-50,-14,1,0,0
-24,-50,-14,1,0,0
-26,-50,-14,1,0,0
-28,-50,-14,1,0,0
-30,-50,-14,1,0,0
-32,-50,-14,1,0,0
-34,-50,-14,1,0,0
-36,-50,-14,1,0,0
-38,-50,-14,1,0,0
-40,-50,-14,1,0,0
-42,-50,-14,1,0,0
-44,-50,-14,1,0,0
-46,-50,-14,1,0,0
-48,-50,-14,1,0,0
-50,-50,-14,1,0,0
-52,-50,-14,1,0,0
-54,-50,-14,1,0,0
-56,-50,-14,1,0,0
-58,-50,-14,1,0,0
-60,-50,-14,1,0,0
-62,-50,-14,0,1,374
-64,-50,-14,0,1,368
-66,-50,-14,0,1,339
-18,-48,-14,1,0,0
-20,-48,-14,1,0,0
-22,-48,-14,1,0,0
-24,-48,-14,1,0,0
-26,-48,-14,1,0,0
-28,-48,-14,1,0,0
-30,-48,-14,1,0,0
-32,-48,-14,1,0,0
