unique_id,roi,num_nan,num_voxel,pct_nan,exclude
ds001894_sub-0030,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0032,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0035,Left IFG,12,3567,0.34,FALSE
ds001894_sub-0036,Left IFG,0,3567,0,FALSE
ds001894_sub-0037,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0038,Left IFG,5,3567,0.14,FALSE
ds001894_sub-0039,Left IFG,6,3567,0.17,FALSE
ds001894_sub-0040,Left IFG,13,3567,0.36,FALSE
ds001894_sub-0041,Left IFG,2,3567,0.06,FALSE
ds001894_sub-0043,Left IFG,0,3567,0,FALSE
ds001894_sub-0044,Left IFG,10,3567,0.28,FALSE
ds001894_sub-0045,Left IFG,30,3567,0.84,FALSE
ds001894_sub-0046,Left IFG,7,3567,0.2,FALSE
ds001894_sub-0048,Left IFG,19,3567,0.53,FALSE
ds001894_sub-0050,Left IFG,16,3567,0.45,FALSE
ds001894_sub-0051,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0052,Left IFG,2,3567,0.06,FALSE
ds001894_sub-0053,Left IFG,21,3567,0.59,FALSE
ds001894_sub-0054,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0055,Left IFG,0,3567,0,FALSE
ds001894_sub-0056,Left IFG,0,3567,0,FALSE
ds001894_sub-0057,Left IFG,23,3567,0.64,FALSE
ds001894_sub-0058,Left IFG,2,3567,0.06,FALSE
ds001894_sub-0059,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0060,Left IFG,4,3567,0.11,FALSE
ds001894_sub-0061,Left IFG,24,3567,0.67,FALSE
ds001894_sub-0062,Left IFG,0,3567,0,FALSE
ds001894_sub-0063,Left IFG,21,3567,0.59,FALSE
ds001894_sub-0066,Left IFG,2,3567,0.06,FALSE
ds001894_sub-0067,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0068,Left IFG,0,3567,0,FALSE
ds001894_sub-0070,Left IFG,18,3567,0.5,FALSE
ds001894_sub-0071,Left IFG,28,3567,0.78,FALSE
ds001894_sub-0074,Left IFG,2,3567,0.06,FALSE
ds001894_sub-0075,Left IFG,15,3567,0.42,FALSE
ds001894_sub-0076,Left IFG,15,3567,0.42,FALSE
