unique_id,n_correct_O+P+,n_correct_O+P-,n_correct_O-P+,n_correct_O-P-,n_correct_nci,n_trial_O+P+,n_trial_O+P-,n_trial_O-P+,n_trial_O-P-,n_trial,n_trial_nci,mean_acc_O+P+,mean_acc_O+P-,mean_acc_O-P+,mean_acc_O-P-,mean_acc_nci,response_bias,exclude
ds001894_sub-0017,22,18,21,23,45,24,24,24,24,96,48,0.917,0.75,0.875,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0018,18,21,21,17,35,24,24,24,24,96,48,0.75,0.875,0.875,0.708,0.729,0.04200000000000004,NA
ds001894_sub-0019,22,16,24,23,45,24,24,24,24,96,48,0.917,0.667,1,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0020,20,7,19,12,32,24,24,24,24,96,48,0.833,0.292,0.792,0.5,0.667,0.33299999999999996,NA
ds001894_sub-0021,23,21,23,23,46,24,24,24,24,96,48,0.958,0.875,0.958,0.958,0.958,0,NA
ds001894_sub-0022,20,13,24,20,40,24,24,24,24,96,48,0.833,0.542,1,0.833,0.833,0,NA
ds001894_sub-0023,20,16,15,20,40,24,24,24,24,96,48,0.833,0.667,0.625,0.833,0.833,0,NA
ds001894_sub-0024,24,7,23,15,39,24,24,24,24,96,48,1,0.292,0.958,0.625,0.812,0.375,NA
ds001894_sub-0025,23,17,19,20,43,24,24,24,24,96,48,0.958,0.708,0.792,0.833,0.896,0.125,NA
ds001894_sub-0026,24,15,24,21,45,24,24,24,24,96,48,1,0.625,1,0.875,0.938,0.125,NA
ds001894_sub-0027,24,22,23,22,46,24,24,24,24,96,48,1,0.917,0.958,0.917,0.958,0.08299999999999996,NA
ds001894_sub-0028,20,19,16,20,40,24,24,24,24,96,48,0.833,0.792,0.667,0.833,0.833,0,NA
ds001894_sub-0029,21,17,24,24,45,24,24,24,24,96,48,0.875,0.708,1,1,0.938,0.125,NA
ds001894_sub-0030,23,19,21,23,46,24,24,24,24,96,48,0.958,0.792,0.875,0.958,0.958,0,NA
ds001894_sub-0031,24,2,21,9,33,24,24,24,24,96,48,1,0.083,0.875,0.375,0.688,0.625,response bias between O+P+ & O-P-
ds001894_sub-0032,18,6,21,12,30,24,24,24,24,96,48,0.75,0.25,0.875,0.5,0.625,0.25,NA
ds001894_sub-0033,23,19,21,22,45,24,24,24,24,96,48,0.958,0.792,0.875,0.917,0.938,0.040999999999999925,NA
ds001894_sub-0034,13,2,18,2,15,24,24,24,24,96,48,0.542,0.083,0.75,0.083,0.312,0.459,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0035,20,8,15,21,41,24,24,24,24,96,48,0.833,0.333,0.625,0.875,0.854,0.04200000000000004,NA
ds001894_sub-0036,24,21,23,24,48,24,24,24,24,96,48,1,0.875,0.958,1,1,0,NA
ds001894_sub-0037,22,12,16,20,42,24,24,24,24,96,48,0.917,0.5,0.667,0.833,0.875,0.08400000000000007,NA
ds001894_sub-0038,22,12,21,24,46,24,24,24,24,96,48,0.917,0.5,0.875,1,0.958,0.08299999999999996,NA
ds001894_sub-0039,23,11,24,22,45,24,24,24,24,96,48,0.958,0.458,1,0.917,0.938,0.040999999999999925,NA
ds001894_sub-0040,19,9,17,14,33,24,24,24,24,96,48,0.792,0.375,0.708,0.583,0.688,0.20900000000000007,NA
ds001894_sub-0041,20,3,20,13,33,24,24,24,24,96,48,0.833,0.125,0.833,0.542,0.688,0.2909999999999999,NA
ds001894_sub-0042,21,0,19,6,27,24,24,24,24,96,48,0.875,0,0.792,0.25,0.562,0.625,response bias between O+P+ & O-P-
ds001894_sub-0043,24,7,20,19,43,24,24,24,24,96,48,1,0.292,0.833,0.792,0.896,0.20799999999999996,NA
ds001894_sub-0044,24,13,24,22,46,24,24,24,24,96,48,1,0.542,1,0.917,0.958,0.08299999999999996,NA
ds001894_sub-0045,16,6,18,11,27,24,24,24,24,96,48,0.667,0.25,0.75,0.458,0.562,0.20900000000000002,NA
ds001894_sub-0046,24,16,24,24,48,24,24,24,24,96,48,1,0.667,1,1,1,0,NA
ds001894_sub-0048,23,4,22,20,43,24,24,24,24,96,48,0.958,0.167,0.917,0.833,0.896,0.125,NA
ds001894_sub-0049,18,11,15,21,39,24,24,24,24,96,48,0.75,0.458,0.625,0.875,0.812,0.125,NA
ds001894_sub-0050,22,17,23,23,45,24,24,24,24,96,48,0.917,0.708,0.958,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0051,23,5,22,13,36,24,24,24,24,96,48,0.958,0.208,0.917,0.542,0.75,0.4159999999999999,NA
ds001894_sub-0052,20,12,21,20,40,24,24,24,24,96,48,0.833,0.5,0.875,0.833,0.833,0,NA
ds001894_sub-0053,22,8,23,23,45,24,24,24,24,96,48,0.917,0.333,0.958,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0054,17,10,13,12,29,24,24,24,24,96,48,0.708,0.417,0.542,0.5,0.604,0.20799999999999996,NA
ds001894_sub-0055,23,18,23,21,44,24,24,24,24,96,48,0.958,0.75,0.958,0.875,0.917,0.08299999999999996,NA
ds001894_sub-0056,24,20,24,22,46,24,24,24,24,96,48,1,0.833,1,0.917,0.958,0.08299999999999996,NA
ds001894_sub-0057,24,9,23,21,45,24,24,24,24,96,48,1,0.375,0.958,0.875,0.938,0.125,NA
ds001894_sub-0058,24,9,20,19,43,24,24,24,24,96,48,1,0.375,0.833,0.792,0.896,0.20799999999999996,NA
ds001894_sub-0059,22,16,14,24,46,24,24,24,24,96,48,0.917,0.667,0.583,1,0.958,0.08299999999999996,NA
ds001894_sub-0060,24,19,24,22,46,24,24,24,24,96,48,1,0.792,1,0.917,0.958,0.08299999999999996,NA
ds001894_sub-0061,24,8,23,22,46,24,24,24,24,96,48,1,0.333,0.958,0.917,0.958,0.08299999999999996,NA
ds001894_sub-0062,22,18,23,23,45,24,24,24,24,96,48,0.917,0.75,0.958,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0063,19,6,19,20,39,24,24,24,24,96,48,0.792,0.25,0.792,0.833,0.812,0.040999999999999925,NA
ds001894_sub-0064,11,11,5,12,23,24,24,24,24,96,48,0.458,0.458,0.208,0.5,0.479,0.04199999999999998,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0065,7,5,8,5,12,24,24,24,24,96,48,0.292,0.208,0.333,0.208,0.25,0.08399999999999999,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0066,22,4,14,21,43,24,24,24,24,96,48,0.917,0.167,0.583,0.875,0.896,0.04200000000000004,NA
ds001894_sub-0067,21,0,17,12,33,24,24,24,24,96,48,0.875,0,0.708,0.5,0.688,0.375,NA
ds001894_sub-0068,17,11,17,15,32,24,24,24,24,96,48,0.708,0.458,0.708,0.625,0.667,0.08299999999999996,NA
ds001894_sub-0069,7,16,5,18,25,24,24,24,24,96,48,0.292,0.667,0.208,0.75,0.521,0.458,NA
ds001894_sub-0070,18,11,16,16,34,24,24,24,24,96,48,0.75,0.458,0.667,0.667,0.708,0.08299999999999996,NA
ds001894_sub-0071,15,15,11,17,32,24,24,24,24,96,48,0.625,0.625,0.458,0.708,0.667,0.08299999999999996,NA
ds001894_sub-0073,4,4,6,0,4,24,24,24,24,96,48,0.167,0.167,0.25,0,0.083,0.167,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0074,20,8,17,15,35,24,24,24,24,96,48,0.833,0.333,0.708,0.625,0.729,0.20799999999999996,NA
ds001894_sub-0075,19,12,13,16,35,24,24,24,24,96,48,0.792,0.5,0.542,0.667,0.729,0.125,NA
ds001894_sub-0076,23,21,23,23,46,24,24,24,24,96,48,0.958,0.875,0.958,0.958,0.958,0,NA
ds001894_sub-0077,20,12,20,20,40,24,24,24,24,96,48,0.833,0.5,0.833,0.833,0.833,0,NA
ds001894_sub-0078,19,3,13,18,37,24,24,24,24,96,48,0.792,0.125,0.542,0.75,0.771,0.04200000000000004,NA
ds001894_sub-0081,14,15,17,13,27,24,24,24,24,96,48,0.583,0.625,0.708,0.542,0.562,0.040999999999999925,NA
ds001894_sub-0082,17,19,11,23,40,24,24,24,24,96,48,0.708,0.792,0.458,0.958,0.833,0.25,NA
ds001894_sub-0083,23,5,18,10,33,24,24,24,24,96,48,0.958,0.208,0.75,0.417,0.688,0.5409999999999999,response bias between O+P+ & O-P-
ds001894_sub-0084,20,21,18,21,41,24,24,24,24,96,48,0.833,0.875,0.75,0.875,0.854,0.04200000000000004,NA
ds001894_sub-0085,22,19,22,23,45,24,24,24,24,96,48,0.917,0.792,0.917,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0086,23,15,19,22,45,24,24,24,24,96,48,0.958,0.625,0.792,0.917,0.938,0.040999999999999925,NA
ds001894_sub-0087,17,12,13,22,39,24,24,24,24,96,48,0.708,0.5,0.542,0.917,0.812,0.20900000000000007,NA
ds001894_sub-0088,4,22,7,22,26,24,24,24,24,96,48,0.167,0.917,0.292,0.917,0.542,0.75,response bias between O+P+ & O-P-
ds001894_sub-0089,21,7,19,19,40,24,24,24,24,96,48,0.875,0.292,0.792,0.792,0.833,0.08299999999999996,NA
ds001894_sub-0090,13,9,14,11,24,24,24,24,24,96,48,0.542,0.375,0.583,0.458,0.5,0.08400000000000002,NA
ds001894_sub-0091,21,0,11,14,35,24,24,24,24,96,48,0.875,0,0.458,0.583,0.729,0.29200000000000004,NA
ds001894_sub-0092,24,5,16,19,43,24,24,24,24,96,48,1,0.208,0.667,0.792,0.896,0.20799999999999996,NA
ds001894_sub-0093,20,13,18,23,43,24,24,24,24,96,48,0.833,0.542,0.75,0.958,0.896,0.125,NA
ds001894_sub-0094,19,8,18,13,32,24,24,24,24,96,48,0.792,0.333,0.75,0.542,0.667,0.25,NA
ds001894_sub-0095,10,17,10,11,21,24,24,24,24,96,48,0.417,0.708,0.417,0.458,0.438,0.041000000000000036,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0096,21,1,9,14,35,24,24,24,24,96,48,0.875,0.042,0.375,0.583,0.729,0.29200000000000004,NA
ds001894_sub-0097,15,3,16,7,22,24,24,24,24,96,48,0.625,0.125,0.667,0.292,0.458,0.333,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0098,24,7,20,18,42,24,24,24,24,96,48,1,0.292,0.833,0.75,0.875,0.25,NA
ds001894_sub-0099,15,0,14,0,15,24,24,24,24,96,48,0.625,0,0.583,0,0.312,0.625,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0100,15,9,3,20,35,24,24,24,24,96,48,0.625,0.375,0.125,0.833,0.729,0.20799999999999996,NA
ds001894_sub-0101,21,10,22,11,32,24,24,24,24,96,48,0.875,0.417,0.917,0.458,0.667,0.417,NA
ds001894_sub-0102,22,10,23,11,33,24,24,24,24,96,48,0.917,0.417,0.958,0.458,0.688,0.459,NA
ds001894_sub-0104,20,8,16,10,30,24,24,24,24,96,48,0.833,0.333,0.667,0.417,0.625,0.416,NA
ds001894_sub-0105,19,5,13,15,34,24,24,24,24,96,48,0.792,0.208,0.542,0.625,0.708,0.16700000000000004,NA
ds001894_sub-0106,10,1,5,3,13,24,24,24,24,96,48,0.417,0.042,0.208,0.125,0.271,0.292,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0108,21,8,10,18,39,24,24,24,24,96,48,0.875,0.333,0.417,0.75,0.812,0.125,NA
ds001894_sub-0109,22,1,14,18,40,24,24,24,24,96,48,0.917,0.042,0.583,0.75,0.833,0.16700000000000004,NA
ds001894_sub-0110,17,6,18,10,27,24,24,24,24,96,48,0.708,0.25,0.75,0.417,0.562,0.291,NA
ds001894_sub-0111,22,1,7,18,40,24,24,24,24,96,48,0.917,0.042,0.292,0.75,0.833,0.16700000000000004,NA
ds001894_sub-0112,21,5,11,21,42,24,24,24,24,96,48,0.875,0.208,0.458,0.875,0.875,0,NA
ds001894_sub-0113,18,4,21,9,27,24,24,24,24,96,48,0.75,0.167,0.875,0.375,0.562,0.375,NA
ds001894_sub-0115,16,13,16,20,36,24,24,24,24,96,48,0.667,0.542,0.667,0.833,0.75,0.16599999999999993,NA
ds001894_sub-0116,21,8,16,13,34,24,24,24,24,96,48,0.875,0.333,0.667,0.542,0.708,0.33299999999999996,NA
ds001894_sub-0117,22,12,20,21,43,24,24,24,24,96,48,0.917,0.5,0.833,0.875,0.896,0.04200000000000004,NA
ds001894_sub-0119,14,12,15,13,27,24,24,24,24,96,48,0.583,0.5,0.625,0.542,0.562,0.040999999999999925,NA
ds001894_sub-0120,16,10,14,10,26,24,24,24,24,96,48,0.667,0.417,0.583,0.417,0.542,0.25000000000000006,NA
ds001894_sub-0121,5,10,1,20,25,24,24,24,24,96,48,0.208,0.417,0.042,0.833,0.521,0.625,response bias between O+P+ & O-P-
ds001894_sub-0122,9,19,6,13,22,24,24,24,24,96,48,0.375,0.792,0.25,0.542,0.458,0.16700000000000004,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0123,24,13,22,20,44,24,24,24,24,96,48,1,0.542,0.917,0.833,0.917,0.16700000000000004,NA
ds001894_sub-0124,21,1,18,9,30,24,24,24,24,96,48,0.875,0.042,0.75,0.375,0.625,0.5,response bias between O+P+ & O-P-
ds001894_sub-0125,21,10,9,22,43,24,24,24,24,96,48,0.875,0.417,0.375,0.917,0.896,0.04200000000000004,NA
ds001894_sub-0127,17,16,17,20,37,24,24,24,24,96,48,0.708,0.667,0.708,0.833,0.771,0.125,NA
ds001894_sub-0128,22,17,23,24,46,24,24,24,24,96,48,0.917,0.708,0.958,1,0.958,0.08299999999999996,NA
ds001894_sub-0130,8,8,7,11,19,24,24,24,24,96,48,0.333,0.333,0.292,0.458,0.396,0.125,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0131,23,6,18,15,38,24,24,24,24,96,48,0.958,0.25,0.75,0.625,0.792,0.33299999999999996,NA
ds001894_sub-0132,22,6,21,18,40,24,24,24,24,96,48,0.917,0.25,0.875,0.75,0.833,0.16700000000000004,NA
ds001894_sub-0133,20,10,11,23,43,24,24,24,24,96,48,0.833,0.417,0.458,0.958,0.896,0.125,NA
ds001894_sub-0134,23,15,23,20,43,24,24,24,24,96,48,0.958,0.625,0.958,0.833,0.896,0.125,NA
ds001894_sub-0135,22,17,23,23,45,24,24,24,24,96,48,0.917,0.708,0.958,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0136,19,12,19,21,40,24,24,24,24,96,48,0.792,0.5,0.792,0.875,0.833,0.08299999999999996,NA
ds001894_sub-0137,23,13,22,21,44,24,24,24,24,96,48,0.958,0.542,0.917,0.875,0.917,0.08299999999999996,NA
ds001894_sub-0138,21,18,20,24,45,24,24,24,24,96,48,0.875,0.75,0.833,1,0.938,0.125,NA
ds001894_sub-0139,15,8,13,20,35,24,24,24,24,96,48,0.625,0.333,0.542,0.833,0.729,0.20799999999999996,NA
ds001894_sub-0140,20,14,18,19,39,24,24,24,24,96,48,0.833,0.583,0.75,0.792,0.812,0.040999999999999925,NA
ds001894_sub-0141,16,2,11,9,25,24,24,24,24,96,48,0.667,0.083,0.458,0.375,0.521,0.29200000000000004,NA
ds001894_sub-0142,22,5,20,21,43,24,24,24,24,96,48,0.917,0.208,0.833,0.875,0.896,0.04200000000000004,NA
ds001894_sub-0143,21,17,21,18,39,24,24,24,24,96,48,0.875,0.708,0.875,0.75,0.812,0.125,NA
ds001894_sub-0144,23,13,20,21,44,24,24,24,24,96,48,0.958,0.542,0.833,0.875,0.917,0.08299999999999996,NA
ds001894_sub-0145,24,8,20,12,36,24,24,24,24,96,48,1,0.333,0.833,0.5,0.75,0.5,response bias between O+P+ & O-P-
ds001894_sub-0146,17,13,14,22,39,24,24,24,24,96,48,0.708,0.542,0.583,0.917,0.812,0.20900000000000007,NA
ds001894_sub-0148,23,9,23,23,46,24,24,24,24,96,48,0.958,0.375,0.958,0.958,0.958,0,NA
ds001894_sub-0149,22,0,21,9,31,24,24,24,24,96,48,0.917,0,0.875,0.375,0.646,0.542,response bias between O+P+ & O-P-
ds001894_sub-0150,21,11,20,13,34,24,24,24,24,96,48,0.875,0.458,0.833,0.542,0.708,0.33299999999999996,NA
ds001894_sub-0151,18,6,13,8,26,24,24,24,24,96,48,0.75,0.25,0.542,0.333,0.542,0.417,NA
ds001894_sub-0152,21,5,15,11,32,24,24,24,24,96,48,0.875,0.208,0.625,0.458,0.667,0.417,NA
ds001894_sub-0154,0,0,0,0,0,24,24,24,24,96,48,0,0,0,0,0,0,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0156,13,9,12,8,21,24,24,24,24,96,48,0.542,0.375,0.5,0.333,0.438,0.20900000000000002,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0157,16,11,17,16,32,24,24,24,24,96,48,0.667,0.458,0.708,0.667,0.667,0,NA
ds001894_sub-0158,11,7,8,12,23,24,24,24,24,96,48,0.458,0.292,0.333,0.5,0.479,0.04199999999999998,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0159,17,11,16,20,37,24,24,24,24,96,48,0.708,0.458,0.667,0.833,0.771,0.125,NA
ds001894_sub-0160,22,18,24,23,45,24,24,24,24,96,48,0.917,0.75,1,0.958,0.938,0.040999999999999925,NA
ds001894_sub-0161,24,14,22,22,46,24,24,24,24,96,48,1,0.583,0.917,0.917,0.958,0.08299999999999996,NA
ds001894_sub-0162,18,10,16,23,41,24,24,24,24,96,48,0.75,0.417,0.667,0.958,0.854,0.20799999999999996,NA
ds001894_sub-0163,23,11,21,20,43,24,24,24,24,96,48,0.958,0.458,0.875,0.833,0.896,0.125,NA
ds001894_sub-0164,24,18,21,24,48,24,24,24,24,96,48,1,0.75,0.875,1,1,0,NA
ds001894_sub-0165,20,18,9,23,43,24,24,24,24,96,48,0.833,0.75,0.375,0.958,0.896,0.125,NA
ds001894_sub-0167,17,11,15,21,38,24,24,24,24,96,48,0.708,0.458,0.625,0.875,0.792,0.16700000000000004,NA
ds001894_sub-0168,18,14,16,19,37,24,24,24,24,96,48,0.75,0.583,0.667,0.792,0.771,0.04200000000000004,NA
ds001894_sub-0169,19,13,11,15,34,24,24,24,24,96,48,0.792,0.542,0.458,0.625,0.708,0.16700000000000004,NA
ds001894_sub-0170,20,12,14,18,38,24,24,24,24,96,48,0.833,0.5,0.583,0.75,0.792,0.08299999999999996,NA
ds001894_sub-0172,24,9,24,17,41,24,24,24,24,96,48,1,0.375,1,0.708,0.854,0.29200000000000004,NA
ds001894_sub-0174,20,9,17,21,41,24,24,24,24,96,48,0.833,0.375,0.708,0.875,0.854,0.04200000000000004,NA
ds001894_sub-0175,19,2,17,15,34,24,24,24,24,96,48,0.792,0.083,0.708,0.625,0.708,0.16700000000000004,NA
ds001894_sub-0176,12,16,5,20,32,24,24,24,24,96,48,0.5,0.667,0.208,0.833,0.667,0.33299999999999996,NA
ds001894_sub-0177,14,13,11,17,31,24,24,24,24,96,48,0.583,0.542,0.458,0.708,0.646,0.125,NA
ds001894_sub-0178,13,6,13,6,19,24,24,24,24,96,48,0.542,0.25,0.542,0.25,0.396,0.29200000000000004,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0179,9,4,14,1,10,24,24,24,24,96,48,0.375,0.167,0.583,0.042,0.208,0.333,accuracy < 0.5 for O+P+ & O-P- across runs
ds001894_sub-0181,19,8,16,13,32,24,24,24,24,96,48,0.792,0.333,0.667,0.542,0.667,0.25,NA
ds001894_sub-0182,12,10,11,17,29,24,24,24,24,96,48,0.5,0.417,0.458,0.708,0.604,0.20799999999999996,NA
ds001894_sub-0184,20,6,5,17,37,24,24,24,24,96,48,0.833,0.25,0.208,0.708,0.771,0.125,NA
ds001894_sub-0185,22,20,20,16,38,24,24,24,24,96,48,0.917,0.833,0.833,0.667,0.792,0.25,NA
ds001894_sub-0186,21,13,17,22,43,24,24,24,24,96,48,0.875,0.542,0.708,0.917,0.896,0.04200000000000004,NA
ds001894_sub-0187,19,9,19,16,35,24,24,24,24,96,48,0.792,0.375,0.792,0.667,0.729,0.125,NA
ds001894_sub-0188,21,19,21,21,42,24,24,24,24,96,48,0.875,0.792,0.875,0.875,0.875,0,NA
