unique_id,dataset,participant_id,sex,handedness,age,rs,pa,fi,rs_fi,rs_age,fi_age,rs_fi_age,pa_fi,pa_age,pa_fi_age,mean_acc_O+P+,mean_acc_O+P-,mean_acc_O-P+,mean_acc_O-P-,nci_acc,response_bias,exclude,preC_IFG,preC_TP,preC_vOT,postC_IFG,postC_TP,postC_vOT
ds001486_sub-0106,ds001486,sub-106,Male,right,12.22,95,5,107,10165,1160.9,1307.54,124216.3,535,61.1,6537.700000000001,0.833,0.7,0.4,1,0.923,0.16700000000000004,NA,3.7369052815437316,0.9456135761737824,1.6457326614856722,3.442144248110712,0.8165833818008824,1.429270502493727
ds001486_sub-0108,ds001486,sub-108,Male,right,10.39,93,5,88,8184,966.2700000000001,914.32,85031.76000000001,440,51.95,4571.6,0.917,0.333,0.7,1,0.962,0.08299999999999996,NA,4.750916652679443,0.9148126450181011,4.501433625221252,4.3407570712315104,0.8262318151769988,4.08818217010457
ds001486_sub-0109,ds001486,sub-109,Male,right,12.45,114,12,94,10716,1419.3,1170.3,133414.19999999998,1128,149.39999999999998,14043.599999999999,0.917,0.7,0.5,0.857,0.885,0.06000000000000005,NA,4.321144566535949,2.5600682020187375,5.951917638778687,3.986003699077253,2.2682086385435767,5.305918063480857
ds001486_sub-0110,ds001486,sub-110,Male,right,10.7,97,6,73,7081,1037.8999999999999,781.0999999999999,75766.7,438,64.19999999999999,4686.5999999999995,0.889,0.4,0.857,0.889,0.889,0,NA,2.1988471591472627,2.3890647959709175,3.0003634071350094,2.115843999471418,2.099180213651403,2.785863638661632
ds001486_sub-0112,ds001486,sub-112,Male,right,11.27,98,8,86,8428,1104.46,969.2199999999999,94983.56,688,90.16,7753.759999999999,1,0.7,0.889,0.923,0.958,0.07699999999999996,NA,3.6637160658836363,2.3242533206939697,3.214529831409455,3.3852287370202467,2.04982912940987,2.891660373978765
ds001486_sub-0113,ds001486,sub-113,Male,right,11.15,96,9,104,9984,1070.4,1159.6000000000001,111321.6,936,100.35000000000001,10436.4,0.818,0.111,0.9,0.692,0.75,0.126,NA,2.881865699291229,2.4261082303524018,5.327172021865844,2.624643403699533,2.1444909148873488,4.544179877775197
ds001486_sub-0115,ds001486,sub-115,Male,right,13.04,108,11,101,10908,1408.32,1317.04,142240.31999999998,1111,143.44,14487.439999999999,0.917,1,0.75,1,0.962,0.08299999999999996,NA,2.49880512714386,5.067583265304566,4.841048049926758,2.3251937745930147,4.373769240809598,4.3132060479629395
ds001486_sub-0116,ds001486,sub-116,Female,right,11.54,87,12,113,9831,1003.9799999999999,1304.02,113449.73999999999,1356,138.48,15648.239999999998,0.75,0.4,0.1,0.833,0.792,0.08299999999999996,NA,3.564387147426605,3.6178713130950926,5.584139471054077,3.303415193450483,3.0593408725274074,5.270780647346542
ds001486_sub-0117,ds001486,sub-117,Female,right,13,106,11,89,9434,1378,1157,122642,979,143,12727,1,0.625,0.8,0.667,0.826,0.33299999999999996,NA,4.913057980537415,1.138599786758423,4.122688736915588,4.438785424008817,1.0096394158283866,3.8837517318940447
ds001486_sub-0118,ds001486,sub-118,Male,right,13.34,100,12,100,10000,1334,1334,133400,1200,160.07999999999998,16008,1,0.6,0.8,0.857,0.923,0.14300000000000002,NA,1.3702245342731476,1.6273803424835205,1.8612381172180177,1.2957358755564432,1.4328757982284606,1.6942979189981617
ds001486_sub-0119,ds001486,sub-119,Male,right,11.6,106,8,121,12826,1229.6,1403.6,148781.6,968,92.8,11228.8,1,0.286,0.8,0.778,0.882,0.222,NA,3.5272489166259766,3.3591929388046267,2.3268380784988403,3.2307276114583416,2.9723442145362,2.1128366932737714
ds001486_sub-0120,ds001486,sub-120,Female,right,12.36,104,10,113,11752,1285.44,1396.6799999999998,145254.72,1130,123.6,13966.8,1,0.6,0.9,1,1,0,NA,4.53335120677948,2.461328661441803,4.206034727096558,4.13235541688714,2.137105048089773,3.910340018536188
ds001486_sub-0122,ds001486,sub-122,Female,right,9.1,116,12,115,13340,1055.6,1046.5,121394,1380,109.19999999999999,12558,0.818,0.4,1,1,0.917,0.18200000000000005,NA,2.925717737674713,0.9447358107566834,3.0515170502662663,2.650544092612227,0.8721421775449834,2.8928822409943646
ds001486_sub-0123,ds001486,sub-123,Male,right,12.35,106,8,125,13250,1309.1,1543.75,163637.5,1000,98.8,12350,1,0.7,0.8,1,1,0,NA,2.852313060760498,2.0494264709949492,3.6592670536041263,2.5955559921926676,1.8739846533512554,3.3785388053501313
ds001486_sub-0124,ds001486,sub-124,Female,right,9.59,104,12,133,13832,997.36,1275.47,132648.88,1596,115.08,15305.64,1,0,0.667,0.786,0.885,0.21399999999999997,NA,4.660722167491913,2.008882100582123,3.99845329284668,4.20890711521979,1.7750676098303337,3.58733427882993
ds001486_sub-0125,ds001486,sub-125,Female,right,9.64,98,10,88,8624,944.72,848.32,83135.36,880,96.4,8483.2,0.833,0.222,0.667,0.692,0.76,0.141,NA,3.6011022543907165,3.276271533966065,4.1975921273231505,3.4082551171255218,2.834387946090842,3.9029155028970215
ds001486_sub-0126,ds001486,sub-126,Male,right,10.73,106,7,104,11024,1137.38,1115.92,118287.52,728,75.11,7811.4400000000005,0.75,0.6,0.7,0.929,0.846,0.17900000000000005,NA,2.7932300662994383,1.5212650895118711,1.6457414579391478,2.50722798882892,1.34406708096938,1.532890859804596
ds001486_sub-0128,ds001486,sub-128,Male,right,8.64,119,12,118,14042,1028.16,1019.5200000000001,121322.88,1416,103.68,12234.240000000002,0.917,0.6,0.9,0.786,0.846,0.131,NA,3.052564473152161,2.738969452381134,4.057141273021698,2.8389745691155,2.4240081587806532,3.727828347121748
ds001486_sub-0129,ds001486,sub-129,Male,right,13.54,99,12,92,9108,1340.4599999999998,1245.6799999999998,123322.31999999999,1104,162.48,14948.16,1,0.6,0.3,1,1,0,NA,1.7033449721336362,1.088556373715401,1.937811141014099,1.6136380599236948,0.9524300612340383,1.8383620159679124
ds001486_sub-0130,ds001486,sub-130,Female,right,11.35,96,9,118,11328,1089.6,1339.3,128572.8,1062,102.14999999999999,12053.699999999999,0.727,0.6,0.3,0.929,0.84,0.20200000000000007,NA,2.6372486627101903,1.545460659265519,2.6906401658058163,2.3669180430441608,1.361994973590776,2.414177258935523
ds001486_sub-0131,ds001486,sub-131,Female,right,10.88,114,9,92,10488,1240.3200000000002,1000.96,114109.44,828,97.92,9008.640000000001,0.917,0.7,0.8,0.929,0.923,0.01200000000000001,NA,5.293876900672912,1.5351122188568116,2.7623072981834413,4.860036118768726,1.4041166731790533,2.5366243264625363
ds001486_sub-0132,ds001486,sub-132,Female,right,12.16,96,9,98,9408,1167.3600000000001,1191.68,114401.28,882,109.44,10725.12,1,0.7,1,0.929,0.962,0.07099999999999995,NA,4.442817568778992,2.5296199846267697,6.718010163307189,4.086119204758131,2.2445549245551346,6.160954933282054
ds001894_sub-0001,ds001894,sub-001,Female,right,10.24,110,12,125,13750,1126.4,1280,140800,1500,122.88,15360,0.792,0.833,0.875,0.792,0.792,0,NA,5.513352041244507,2.1514242970943442,4.160745062828064,6.337057138519832,2.404560943347913,4.7950443735108985
ds001894_sub-0002,ds001894,sub-002,Male,right,9.51,130,13,106,13780,1236.3,1008.06,131047.8,1378,123.63,13104.779999999999,1,0.792,0.917,0.917,0.958,0.08299999999999996,NA,3.7887893438339235,0.9328767240047455,3.5253775000572203,4.410040548783229,1.022031738268861,3.849014733472627
ds001894_sub-0003,ds001894,sub-003,Male,right,8.73,102,13,113,11526,890.46,986.49,100621.98000000001,1469,113.49000000000001,12824.37,1,0.25,0.958,0.75,0.875,0.25,NA,2.599694373607636,2.644016695022583,1.965655770301819,2.982000928056586,3.0694268338889237,2.1568218188325776
ds001894_sub-0004,ds001894,sub-004,Female,right,11.12,128,13,122,15616,1423.36,1356.6399999999999,173649.91999999998,1586,144.56,17636.32,0.958,0.958,1,0.958,0.958,0,NA,4.00935763835907,1.751928369998932,3.620077922344208,4.764009602294672,1.9237246466088416,3.970365231858109
ds001894_sub-0006,ds001894,sub-006,Female,right,7.96,129,9,128,16512,1026.84,1018.88,131435.52,1152,71.64,9169.92,0.958,0.583,0.875,0.958,0.958,0,NA,1.627149077653885,2.2171750342845917,2.4156155812740323,1.835297824392645,2.520437383354721,2.7065943927826197
ds001894_sub-0007,ds001894,sub-007,Male,right,9.29,105,14,127,13335,975.4499999999999,1179.83,123882.15,1778,130.06,16517.62,0.708,0.417,0.792,0.708,0.708,0,NA,2.304540386199952,0.9710001325607301,1.6467928016185762,2.674732520696091,1.0030235873933464,1.9083392636116976
ds001894_sub-0008,ds001894,sub-008,Male,right,11.23,120,13,97,11640,1347.6000000000001,1089.31,130717.20000000001,1261,145.99,14161.03,0.958,0.75,1,1,0.979,0.04200000000000004,NA,2.9502173495292663,2.4292877018451695,5.26465927362442,3.356014733528599,2.729869890744569,5.960834633334314
ds001894_sub-0009,ds001894,sub-009,Male,right,11.77,115,13,122,14030,1353.55,1435.94,165133.1,1586,153.01,18667.219999999998,0.958,0.292,0.917,0.75,0.854,0.20799999999999996,NA,2.2567446780204774,1.0760880601406095,3.0624265313148498,2.626306368102718,1.1274518265411202,3.853959340067499
ds001894_sub-0010,ds001894,sub-010,Male,right,12.83,99,12,103,10197,1270.17,1321.49,130827.51,1236,153.96,15857.88,0.875,0.833,0.958,0.917,0.896,0.04200000000000004,NA,5.473949737548828,0.9501847916841506,2.814030740261078,6.632169636911045,0.9729141743696317,3.1158169782795566
ds001894_sub-0011,ds001894,sub-011,Female,right,13.14,108,13,125,13500,1419.1200000000001,1642.5,177390,1625,170.82,21352.5,1,0.917,0.958,1,1,0,NA,5.217895298004151,3.197820303440094,4.319629721641541,6.144515797962764,3.6883498559384282,4.940465948130534
ds001894_sub-0012,ds001894,sub-012,Female,right,12.33,109,10,94,10246,1343.97,1159.02,126333.18000000001,940,123.3,11590.2,0.667,0.292,0.625,0.375,0.521,0.29200000000000004,NA,1.360970137119293,2.0832394504547116,1.7076130592823031,1.4880365236819615,2.327209318365884,1.9623292133889292
ds001894_sub-0013,ds001894,sub-013,Female,right,9.68,99,10,104,10296,958.3199999999999,1006.72,99665.28,1040,96.8,10067.199999999999,0.917,0.5,0.583,0.875,0.896,0.04200000000000004,NA,1.2546323215961455,0.8209176144003867,1.9841618525981906,1.4518334539395463,0.8004450399161368,2.272358021753901
ds001894_sub-0014,ds001894,sub-014,Female,right,10.45,113,13,118,13334,1180.85,1233.1,139340.3,1534,135.85,16030.3,0.875,0.333,0.875,0.833,0.854,0.04200000000000004,NA,4.184647612571716,3.4548385310173035,2.1860199046134947,4.732608672256494,4.049523166071887,2.5371218342905535
ds001894_sub-0016,ds001894,sub-016,Male,right,13.62,102,13,116,11832,1389.24,1579.9199999999998,161151.84,1508,177.06,20538.96,1,0.792,1,0.958,0.979,0.04200000000000004,NA,4.256635310649871,2.3140262162685397,7.742095918655396,4.980313955216689,2.7971022068104334,8.546938427115123
ds001894_sub-0017,ds001894,sub-017,Female,right,13.64,107,11,116,12412,1459.48,1582.24,169299.68,1276,150.04000000000002,17404.64,0.917,0.75,0.875,0.958,0.938,0.04099999999999992,NA,2.555906627178192,0.7990211346745489,2.082902072668076,2.906706332022986,0.8021729216768286,2.371708110077313
ds001894_sub-0018,ds001894,sub-018,Male,right,14.38,124,13,113,14012,1783.1200000000001,1624.94,201492.56,1469,186.94,21124.22,0.75,0.875,0.875,0.708,0.729,0.04200000000000004,NA,2.4655295705795286,1.6498245203495021,5.166438508033752,2.719079751675765,1.7718261116720098,5.817136668935567
ds001894_sub-0019,ds001894,sub-019,Female,right,10.03,110,11,118,12980,1103.3,1183.54,130189.4,1298,110.33,13018.939999999999,0.917,0.667,1,0.958,0.938,0.04099999999999992,NA,2.5703014564514164,2.313211215734482,2.1393877470493314,2.9981498137754414,2.680552473976389,2.563323649319628
ds001894_sub-0020,ds001894,sub-020,Male,right,11.92,100,8,97,9700,1192,1156.24,115624,776,95.36,9249.92,0.833,0.292,0.792,0.5,0.667,0.33299999999999996,NA,3.074063925743103,0.8527469086647036,3.406234202384949,3.7096469327377055,0.9006453370995154,4.0351026878502205
ds001894_sub-0022,ds001894,sub-022,Female,right,10.65,116,12,103,11948,1235.4,1096.95,127246.2,1236,127.80000000000001,13163.4,0.833,0.542,1,0.833,0.833,0,NA,2.4873593127727505,2.3912064623832703,2.4976749014854427,2.856049258858241,2.7821609259159743,2.809348272618217
ds001894_sub-0023,ds001894,sub-023,Female,right,10.64,96,10,100,9600,1021.44,1064,102144,1000,106.4,10640,0.833,0.667,0.625,0.833,0.833,0,NA,3.3530583024024967,1.7038427770137787,4.007066993713379,3.8889770938412758,1.927277258614708,4.686350366264834
ds001894_sub-0025,ds001894,sub-025,Female,right,12.33,105,8,112,11760,1294.65,1380.96,145000.8,896,98.64,11047.68,0.958,0.708,0.792,0.833,0.896,0.125,NA,2.7910727429389954,1.2954270774126058,2.160498456954956,3.2293368116128978,1.4010920473276207,2.3303367636817334
ds001894_sub-0026,ds001894,sub-026,Female,right,10.79,103,9,113,11639,1111.37,1219.27,125584.80999999998,1017,97.10999999999999,10973.429999999998,1,0.625,1,0.875,0.938,0.125,NA,1.769147785902023,1.444073306322098,3.202079961299896,2.018862477488379,1.6132118605936634,3.63046385406996
ds001894_sub-0027,ds001894,sub-027,Female,right,10.8,143,14,107,15301,1544.4,1155.6000000000001,165250.80000000002,1498,151.20000000000002,16178.400000000001,1,0.917,0.958,0.917,0.958,0.08299999999999996,NA,5.946977248191834,1.9291193699836726,5.080861763954163,6.779033523667192,2.194584671859502,5.824819604514423
ds001894_sub-0029,ds001894,sub-029,Male,right,9.09,112,13,115,12880,1018.0799999999999,1045.35,117079.2,1495,118.17,13589.55,0.875,0.708,1,1,0.938,0.125,NA,4.089091908931732,2.682057394981384,4.04430222272873,4.81218862706158,3.2662335561680003,4.825632574221271
ds001894_sub-0030,ds001894,sub-030,Male,right,10.87,113,11,110,12430,1228.31,1195.6999999999998,135114.09999999998,1210,119.57,13152.699999999999,0.958,0.792,0.875,0.958,0.958,0,NA,1.74923082113266,0.7523280787467956,2.7734500861167906,1.9793881830465785,0.7603217610723679,3.0248366741912287
ds001894_sub-0032,ds001894,sub-032,Male,right,9.14,113,12,109,12317,1032.8200000000002,996.2600000000001,112577.38,1308,109.68,11955.12,0.75,0.25,0.875,0.5,0.625,0.25,NA,2.5401035356521606,1.4233781695365908,1.8590863049030302,2.997069956017724,1.5672839875795812,2.140276253374617
ds001894_sub-0035,ds001894,sub-035,Female,right,8.93,94,10,110,10340,839.42,982.3,92336.2,1100,89.3,9823,0.833,0.333,0.625,0.875,0.854,0.04200000000000004,NA,2.9461866807937627,2.027313402891159,2.36837987780571,3.470212415517272,2.349351901816666,2.7136124781375512
ds001894_sub-0036,ds001894,sub-036,Female,right,10.19,124,14,119,14756,1263.56,1212.61,150363.63999999998,1666,142.66,16976.54,1,0.875,0.958,1,1,0,NA,2.1044001841545104,2.0354782342910767,3.096133801937103,2.389427901135418,2.2190600387205763,3.6519430557762615
ds001894_sub-0037,ds001894,sub-037,Male,right,11.07,103,12,97,9991,1140.21,1073.79,110600.37000000001,1164,132.84,12885.48,0.917,0.5,0.667,0.833,0.875,0.08400000000000007,NA,3.215789177417755,1.5606583440303803,2.694563775062561,3.766093976829637,1.7304579925680625,3.04691065832672
ds001894_sub-0038,ds001894,sub-038,Male,right,11.26,113,13,119,13447,1272.3799999999999,1339.94,151413.22,1547,146.38,17419.22,0.917,0.5,0.875,1,0.958,0.08299999999999996,NA,2.9785952806472777,0.9734756416082382,2.690206034183502,3.4560138769214435,1.0659953563669737,3.1536743511161984
ds001894_sub-0039,ds001894,sub-039,Male,right,10.3,108,11,122,13176,1112.4,1256.6000000000001,135712.80000000002,1342,113.30000000000001,13822.6,0.958,0.458,1,0.917,0.938,0.04099999999999992,NA,3.28551739692688,1.2814800643920896,3.365160689353943,3.9369545791503078,1.4415178270782172,3.6634986833003413
ds001894_sub-0040,ds001894,sub-040,Male,right,11.48,95,9,106,10070,1090.6000000000001,1216.88,115603.6,954,103.32000000000001,10951.92,0.792,0.375,0.708,0.583,0.688,0.20900000000000007,NA,2.752898722887039,1.298265320360661,2.114857430458069,3.2008079478746385,1.4042393062783476,2.449679594181408
ds001894_sub-0041,ds001894,sub-041,Male,right,10.01,102,18,113,11526,1021.02,1131.1299999999999,115375.26,2034,180.18,20360.34,0.833,0.125,0.833,0.542,0.688,0.2909999999999999,NA,2.1445632898807525,1.9592162060737612,2.7863913941383367,2.465296898529482,2.2192653337927464,3.0284520096322294
ds001894_sub-0043,ds001894,sub-043,Female,right,12.55,101,8,103,10403,1267.5500000000002,1292.65,130557.65000000001,824,100.4,10341.2,1,0.292,0.833,0.792,0.896,0.20799999999999996,NA,1.9642854547500608,0.6871437063813209,2.468230723142624,2.211110770503406,0.7271088805240947,2.7309880460317477
ds001894_sub-0044,ds001894,sub-044,Female,right,12.46,106,11,115,12190,1320.76,1432.9,151887.40000000002,1265,137.06,15761.900000000001,1,0.542,1,0.917,0.958,0.08299999999999996,NA,4.401645097732544,2.39215322971344,3.81059042930603,5.352234397363873,2.762156252281094,4.264141473459063
ds001894_sub-0045,ds001894,sub-045,Female,right,12.12,98,7,107,10486,1187.76,1296.84,127090.31999999999,749,84.83999999999999,9077.88,0.667,0.25,0.75,0.458,0.562,0.209,NA,4.911132335662842,3.1250382852554326,3.7063836741447456,5.547303903741698,3.521704402683518,4.251081210608119
ds001894_sub-0046,ds001894,sub-046,Male,right,10.48,109,11,115,12535,1142.32,1205.2,131366.80000000002,1265,115.28,13257.2,1,0.667,1,1,1,0,NA,2.502699422836304,1.271929914355278,2.612087070941925,2.923267134615286,1.4641289639578723,3.4744542221645616
ds001894_sub-0048,ds001894,sub-048,Female,right,8.16,119,13,119,14161,971.04,971.04,115553.76,1547,106.08,12623.52,0.958,0.167,0.917,0.833,0.896,0.125,NA,2.517514817714691,1.7336911714076995,2.894794795513153,2.98571883178324,1.831605988102919,3.4709863097636267
ds001894_sub-0050,ds001894,sub-050,Male,right,12.43,98,11,106,10388,1218.1399999999999,1317.58,129122.84,1166,136.73,14493.38,0.917,0.708,0.958,0.958,0.938,0.04099999999999992,NA,4.283574936389924,2.7863407516479497,2.8965941977500917,4.993700164413857,3.218927976738193,3.156639146971155
ds001894_sub-0052,ds001894,sub-052,Female,right,10.12,100,12,97,9700,1011.9999999999999,981.6399999999999,98163.99999999999,1164,121.44,11779.679999999998,0.833,0.5,0.875,0.833,0.833,0,NA,3.3461758422851564,2.2019775700569157,1.8433540463447569,3.969726767337093,2.513969378195508,2.1354619024518806
ds001894_sub-0053,ds001894,sub-053,Female,right,11.48,103,11,71,7313,1182.44,815.08,83953.24,781,126.28,8965.880000000001,0.917,0.333,0.958,0.958,0.938,0.04099999999999992,NA,4.558801553249359,2.1836636412143706,3.960102770328522,5.430929333938179,2.4591041901157578,4.491409671114674
ds001894_sub-0054,ds001894,sub-054,Male,right,8.69,96,7,95,9120,834.24,825.55,79252.79999999999,665,60.83,5778.8499999999995,0.708,0.417,0.542,0.5,0.604,0.20799999999999996,NA,1.9881648159027099,2.6191681635379793,4.21521235704422,2.3897246313369376,3.093239444574952,4.932582612503317
ds001894_sub-0055,ds001894,sub-055,Male,right,11.4,114,12,121,13794,1299.6000000000001,1379.4,157251.6,1452,136.8,16552.8,0.958,0.75,0.958,0.875,0.917,0.08299999999999996,NA,3.1193438458442695,1.4355757987499238,2.859022462368012,3.6736318037326545,1.61967391214124,3.2157837790328174
ds001894_sub-0056,ds001894,sub-056,Male,right,11.2,114,13,113,12882,1276.8,1265.6,144278.4,1469,145.6,16452.8,1,0.833,1,0.917,0.958,0.08299999999999996,NA,2.5488429713249205,1.5593104016780854,4.487629232406617,3.0071355202082724,1.7102816125593219,5.105880640893087
ds001894_sub-0057,ds001894,sub-057,Female,right,13.53,95,11,110,10450,1285.35,1488.3,141388.5,1210,148.82999999999998,16371.3,1,0.375,0.958,0.875,0.938,0.125,NA,3.412394502162933,3.019968552589416,4.283806903362274,3.969121915507486,3.473272441240017,4.767695168412258
ds001894_sub-0058,ds001894,sub-058,Female,right,11.29,92,8,116,10672,1038.6799999999998,1309.6399999999999,120486.87999999999,928,90.32,10477.119999999999,1,0.375,0.833,0.792,0.896,0.20799999999999996,NA,5.290582113265991,2.4946951735019685,5.041349802017212,6.260652931140753,2.828223579776524,5.781397354955121
ds001894_sub-0059,ds001894,sub-059,Female,right,8.62,127,12,121,15367,1094.74,1043.02,132463.53999999998,1452,103.44,12516.239999999998,0.917,0.667,0.583,1,0.958,0.08299999999999996,NA,2.054979977607727,1.5173134422302246,3.7041847825050356,2.351458254918821,1.648391857236288,4.357508528690747
ds001894_sub-0060,ds001894,sub-060,Female,right,13.75,120,13,107,12840,1650,1471.25,176550,1391,178.75,19126.25,1,0.792,1,0.917,0.958,0.08299999999999996,NA,2.673016600608826,0.9756411066651345,2.466111488342285,2.982607237929834,1.0407403104831294,2.7259257192885555
ds001894_sub-0061,ds001894,sub-061,Female,right,9.69,111,15,107,11877,1075.59,1036.83,115088.12999999999,1605,145.35,15552.449999999999,1,0.333,0.958,0.917,0.958,0.08299999999999996,NA,3.515414850711822,1.4843575191497802,3.7499469280242916,4.01983922600379,1.645086039778316,4.355812886566576
ds001894_sub-0062,ds001894,sub-062,Female,right,9.28,117,10,121,14157,1085.76,1122.8799999999999,131376.96,1210,92.8,11228.8,0.917,0.75,0.958,0.958,0.938,0.04099999999999992,NA,4.775166525840759,1.816399725675583,7.359054608345031,5.529510525308914,1.9965014354633375,8.360209328085636
ds001894_sub-0063,ds001894,sub-063,Male,right,10.12,117,11,107,12519,1184.04,1082.84,126692.27999999998,1177,111.32,11911.24,0.792,0.25,0.792,0.833,0.812,0.04099999999999992,NA,2.4378378987312317,1.3621213567256925,2.8630540299415586,2.823644401206641,1.4713503227368405,3.4138832924855578
ds001894_sub-0066,ds001894,sub-066,Female,right,9.87,86,6,103,8858,848.8199999999999,1016.6099999999999,87428.45999999999,618,59.22,6099.66,0.917,0.167,0.583,0.875,0.896,0.04200000000000004,NA,1.221380044221878,2.0745321047306056,2.464546511173248,1.4513945264968706,2.296141283310341,2.810660447638584
ds001894_sub-0067,ds001894,sub-067,Female,right,9.39,80,6,106,8480,751.2,995.34,79627.20000000001,636,56.34,5972.04,0.875,0,0.708,0.5,0.688,0.375,NA,3.953454630374908,1.2453661632537842,1.9835371637344363,4.786959415520581,1.3868589397748765,2.2794138630769694
ds001894_sub-0068,ds001894,sub-068,Male,right,10.84,85,5,107,9095,921.4,1159.8799999999999,98589.8,535,54.2,5799.4,0.708,0.458,0.708,0.625,0.667,0.08299999999999996,NA,2.839242231845856,1.4904690790176391,2.228489065170288,3.6457428210228833,1.6640305610482087,2.4928205490629263
ds001894_sub-0070,ds001894,sub-070,Male,right,10.74,91,13,107,9737,977.34,1149.18,104575.38,1391,139.62,14939.34,0.75,0.458,0.667,0.667,0.708,0.08299999999999996,NA,5.341792998313904,3.110288877487183,3.720558924674988,6.216688033106714,3.5542541244475787,4.333938373363307
ds001894_sub-0071,ds001894,sub-071,Male,right,10.91,83,12,104,8632,905.53,1134.64,94175.12,1248,130.92000000000002,13615.68,0.625,0.625,0.458,0.708,0.667,0.08299999999999996,NA,2.15686823964119,1.104669405221939,3.943492271900177,2.485954367991365,1.249590003419737,4.526723628286079
ds001894_sub-0074,ds001894,sub-074,Male,right,9.8,90,7,116,10440,882.0000000000001,1136.8000000000002,102312.00000000001,812,68.60000000000001,7957.6,0.833,0.333,0.708,0.625,0.729,0.20799999999999996,NA,2.8117764830589294,0.8686770349740982,2.4264591133594515,3.402117592749264,0.9026349428916737,2.859044363677556
ds001894_sub-0075,ds001894,sub-075,Male,right,10.25,79,11,110,8690,809.75,1127.5,89072.5,1210,112.75,12402.5,0.792,0.5,0.542,0.667,0.729,0.125,NA,4.0535421609878535,2.9124008154869077,3.407237408161164,4.702005776080589,3.2889565349301373,3.783640299060107
ds001894_sub-0076,ds001894,sub-076,Male,right,12.66,101,12,106,10706,1278.66,1341.96,135537.96,1272,151.92000000000002,16103.52,0.958,0.875,0.958,0.958,0.958,0,NA,4.253057217597961,3.493881196975708,3.1803455114364625,5.266683031790553,4.061617298084705,3.6463966255249387
ds001894_sub-0077,ds001894,sub-077,Female,right,8.59,94,14,118,11092,807.46,1013.62,95280.28,1652,120.25999999999999,14190.68,0.833,0.5,0.833,0.833,0.833,0,NA,4.002184014320374,2.2765424609184266,3.2528077387809753,4.7573542929771735,2.5116114518149866,3.7811441799006036
ds001894_sub-0081,ds001894,sub-081,Male,right,10.91,91,9,92,8372,992.8100000000001,1003.72,91338.52,828,98.19,9033.48,0.583,0.625,0.708,0.542,0.562,0.04099999999999992,NA,2.2164898288249972,1.1405299431085585,2.4093588328361513,2.6628210202006914,1.2724083934836736,2.787666826796054
ds001894_sub-0082,ds001894,sub-082,Female,right,12.46,91,4,100,9100,1133.8600000000001,1246,113386.00000000001,400,49.84,4984,0.708,0.792,0.458,0.958,0.833,0.25,NA,3.2785825419425962,1.2314517605304718,3.125790133476258,3.8952975645322843,1.3566698107774235,3.5502882348828746
ds001894_sub-0084,ds001894,sub-084,Female,right,12.46,92,4,91,8372,1146.3200000000002,1133.8600000000001,104315.12000000001,364,49.84,4535.4400000000005,0.833,0.875,0.75,0.875,0.854,0.04200000000000004,NA,2.084977842569351,1.9970518898963927,2.5673272848129267,2.438685162548098,2.280101968710855,3.027122548872399
ds001894_sub-0085,ds001894,sub-085,Female,right,13.42,95,9,110,10450,1274.9,1476.2,140239,990,120.78,13285.8,0.917,0.792,0.917,0.958,0.938,0.04099999999999992,NA,3.869229063987732,1.1410109788179397,3.288662140369416,4.440985266479406,1.2497401003759903,3.8130213690391943
ds001894_sub-0086,ds001894,sub-086,Male,right,11.37,92,10,74,6808,1046.04,841.38,77406.95999999999,740,113.69999999999999,8413.8,0.958,0.625,0.792,0.917,0.938,0.04099999999999992,NA,6.405705094337463,2.1748487877845766,10.811973438262942,7.430561421500938,2.585298610417861,11.846968120717662
ds001894_sub-0087,ds001894,sub-087,Female,right,12.18,85,8,116,9860,1035.3,1412.8799999999999,120094.8,928,97.44,11303.039999999999,0.708,0.5,0.542,0.917,0.812,0.20900000000000007,NA,1.5871345734596252,1.321868243217468,1.404082379341126,1.8898953923526012,1.5130176646228555,1.5202069721617366
ds001894_sub-0089,ds001894,sub-089,Female,right,9.79,93,14,104,9672,910.4699999999999,1018.1599999999999,94688.87999999999,1456,137.06,14254.239999999998,0.875,0.292,0.792,0.792,0.833,0.08299999999999996,NA,2.3758493494987483,0.4500095328688622,2.0508611989021297,2.7650924468271243,0.40759518120766786,2.2047364554133146
ds001894_sub-0090,ds001894,sub-090,Male,right,9.08,86,11,130,11180,780.88,1180.4,101514.4,1430,99.88,12984.4,0.542,0.375,0.583,0.458,0.5,0.08400000000000002,NA,2.7433937430381774,2.1833066582679743,3.636477494239807,3.386183390601681,2.5635375815427768,4.202852403030597
ds001894_sub-0091,ds001894,sub-091,Male,right,11.05,62,10,110,6820,685.1,1215.5,75361,1100,110.5,12155,0.875,0,0.458,0.583,0.729,0.29200000000000004,NA,3.0314845299720763,0.40679808840155607,2.0189014983177187,3.7011042853565366,0.41147566113682843,2.5290908265451915
ds001894_sub-0093,ds001894,sub-093,Female,right,11.51,93,10,118,10974,1070.43,1358.18,126310.73999999999,1180,115.1,13581.8,0.833,0.542,0.75,0.958,0.896,0.125,NA,2.648715131282806,1.082474880218506,2.7782660627365114,3.0419599990983417,1.1454827395043605,3.4704240360118446
