subject_id,run_name,repaired_num,repaired_perc,chunks_num,FD_mean,FD_num_03,FD_perc_03
sub-001,sub-001_ses-T1_task-VVWord_run-01_bold,0,0,0,0.184410411680811,19,0.0969387755102041
sub-001,sub-001_ses-T1_task-VVWord_run-02_bold,0,0,0,0.177545938293214,26,0.13265306122449
sub-002,sub-002_ses-T1_task-VVWord_run-01_bold,3,0.0153061224489796,0,0.321330417978929,63,0.321428571428571
sub-002,sub-002_ses-T1_task-VVWord_run-02_bold,7,0.0357142857142857,0,0.533403262192651,116,0.591836734693878
sub-003,sub-003_ses-T1_task-VVWord_run-01_bold,0,0,0,0.256054954008673,46,0.23469387755102
sub-003,sub-003_ses-T1_task-VVWord_run-02_bold,0,0,0,0.152094529011939,8,0.0408163265306122
sub-004,sub-004_ses-T1_task-VVWord_run-01_bold,0,0,0,0.151095399389796,12,0.0612244897959184
sub-004,sub-004_ses-T1_task-VVWord_run-02_bold,0,0,0,0.14652739845598,16,0.0816326530612245
sub-005,sub-005_ses-T1_task-VVWord_run-01_bold,4,0.0204081632653061,0,0.302623302852036,60,0.306122448979592
sub-005,sub-005_ses-T1_task-VVWord_run-02_bold,14,0.0714285714285714,1,0.479427239189133,66,0.336734693877551
sub-006,sub-006_ses-T1_task-VVWord_run-01_bold,0,0,0,0.263977691499179,69,0.352040816326531
sub-006,sub-006_ses-T1_task-VVWord_run-02_bold,2,0.0102040816326531,0,0.282367957102245,66,0.336734693877551
sub-007,sub-007_ses-T1_task-VVWord_run-01_bold,0,0,0,0.286572121823622,52,0.26530612244898
sub-007,sub-007_ses-T1_task-VVWord_run-02_bold,4,0.0204081632653061,0,0.37097950149102,56,0.285714285714286
sub-008,sub-008_ses-T1_task-VVWord_run-01_bold,2,0.0102040816326531,0,0.164634449288102,11,0.0561224489795918
sub-008,sub-008_ses-T1_task-VVWord_run-02_bold,0,0,0,0.164780200944541,13,0.0663265306122449
sub-009,sub-009_ses-T1_task-VVWord_run-01_bold,0,0,0,0.242977794612143,33,0.168367346938776
sub-009,sub-009_ses-T1_task-VVWord_run-02_bold,0,0,0,0.185947894225,18,0.0918367346938776
sub-010,sub-010_ses-T1_task-VVWord_run-01_bold,0,0,0,0.129277214483827,3,0.0153061224489796
sub-010,sub-010_ses-T1_task-VVWord_run-02_bold,0,0,0,0.129099177719286,5,0.0255102040816327
sub-011,sub-011_ses-T1_task-VVWord_run-01_bold,0,0,0,0.126571366138265,9,0.0459183673469388
sub-011,sub-011_ses-T1_task-VVWord_run-02_bold,0,0,0,0.111972059948265,3,0.0153061224489796
sub-012,sub-012_ses-T1_task-VVWord_run-01_bold,0,0,0,0.110650893069337,11,0.0561224489795918
sub-012,sub-012_ses-T1_task-VVWord_run-02_bold,0,0,0,0.109424434405918,11,0.0561224489795918
sub-013,sub-013_ses-T1_task-VVWord_run-01_bold,6,0.0306122448979592,0,0.374741246492194,61,0.311224489795918
sub-013,sub-013_ses-T1_task-VVWord_run-02_bold,9,0.0459183673469388,0,0.390805375575204,55,0.280612244897959
sub-014,sub-014_ses-T1_task-VVWord_run-01_bold,4,0.0204081632653061,0,0.39246719724949,99,0.505102040816326
sub-014,sub-014_ses-T1_task-VVWord_run-02_bold,0,0,0,0.355070546056714,85,0.433673469387755
sub-016,sub-016_ses-T1_task-VVWord_run-01_bold,0,0,0,0.158462193039439,6,0.0306122448979592
sub-016,sub-016_ses-T1_task-VVWord_run-02_bold,0,0,0,0.147118129508163,1,0.00510204081632653
sub-017,sub-017_ses-T1_task-VVWord_run-01_bold,0,0,0,0.0981347452651531,7,0.0357142857142857
sub-017,sub-017_ses-T1_task-VVWord_run-02_bold,0,0,0,0.0937994792142704,7,0.0357142857142857
sub-018,sub-018_ses-T1_task-VVWord_run-01_bold,0,0,0,0.12194207369975,5,0.0255102040816327
sub-018,sub-018_ses-T1_task-VVWord_run-02_bold,0,0,0,0.167025908217449,16,0.0816326530612245
sub-019,sub-019_ses-T1_task-VVWord_run-01_bold,6,0.0306122448979592,0,0.285595991175,42,0.214285714285714
sub-019,sub-019_ses-T1_task-VVWord_run-02_bold,3,0.0153061224489796,0,0.264469984011954,38,0.193877551020408
sub-020,sub-020_ses-T1_task-VVWord_run-01_bold,2,0.0102040816326531,0,0.231668629688878,43,0.219387755102041
sub-020,sub-020_ses-T1_task-VVWord_run-02_bold,6,0.0306122448979592,0,0.424041492196275,72,0.36734693877551
sub-021,sub-021_ses-T1_task-VVWord_run-01_bold,0,0,0,0.233374127509796,42,0.214285714285714
sub-021,sub-021_ses-T1_task-VVWord_run-02_bold,0,0,0,0.219874586541327,37,0.188775510204082
sub-022,sub-022_ses-T1_task-VVWord_run-01_bold,0,0,0,0.22614697258,37,0.188775510204082
sub-022,sub-022_ses-T1_task-VVWord_run-02_bold,0,0,0,0.189441103921939,19,0.0969387755102041
sub-023,sub-023_ses-T1_task-VVWord_run-01_bold,0,0,0,0.152429867569082,8,0.0408163265306122
sub-023,sub-023_ses-T1_task-VVWord_run-02_bold,2,0.0102040816326531,0,0.252943211470204,41,0.209183673469388
sub-024,sub-024_ses-T1_task-VVWord_run-01_bold,7,0.0357142857142857,0,0.410714270844394,52,0.26530612244898
sub-024,sub-024_ses-T1_task-VVWord_run-02_bold,31,0.158163265306122,0,0.930817046123522,123,0.627551020408163
sub-025,sub-025_ses-T1_task-VVWord_run-01_bold,6,0.0307692307692308,0,0.346387500213128,41,0.21025641025641
sub-025,sub-025_ses-T1_task-VVWord_run-02_bold,11,0.0561224489795918,0,0.376810033331735,59,0.301020408163265
