unique_id,dataset,subject_id,run_name,repaired_num,repaired_perc,chunks_num,FD_mean,FD_num_03,FD_perc_03
ds001486_sub-0025,ds001486,sub-025,sub-025_ses-T1_task-Rhyming_bold,0,0.0,0,0.238420077553787,39,0.224137931034483
ds001486_sub-0026,ds001486,sub-026,sub-026_ses-T1_task-Rhyming_bold,0,0.0,0,0.239919898809494,42,0.241379310344828
ds001486_sub-0027,ds001486,sub-027,sub-027_ses-T1_task-Rhyming_bold,0,0.0,0,0.0710565508405517,1,0.0057471264367816
ds001486_sub-0028,ds001486,sub-028,sub-028_ses-T1_task-Rhyming_bold,0,0.0,0,0.163443955464722,12,0.0666666666666667
ds001486_sub-0029,ds001486,sub-029,sub-029_ses-T1_task-Rhyming_bold,0,0.0,0,0.269286221845862,48,0.275862068965517
ds001486_sub-0030,ds001486,sub-030,sub-030_ses-T1_task-Rhyming_bold,0,0.0,0,0.133767758768276,13,0.0747126436781609
ds001486_sub-0031,ds001486,sub-031,sub-031_ses-T1_task-Rhyming_bold,0,0.0,0,0.16938874792,19,0.105555555555556
ds001486_sub-0032,ds001486,sub-032,sub-032_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.303724488960345,42,0.241379310344828
ds001486_sub-0033,ds001486,sub-033,sub-033_ses-T1_task-Rhyming_bold,0,0.0,0,0.173980935101611,10,0.0574712643678161
ds001486_sub-0034,ds001486,sub-034,sub-034_ses-T1_task-Rhyming_bold,0,0.0,0,0.145076431571897,19,0.109195402298851
ds001486_sub-0035,ds001486,sub-035,sub-035_ses-T1_task-Rhyming_bold,0,0.0,0,0.1258225285682,7,0.0388888888888889
ds001486_sub-0036,ds001486,sub-036,sub-036_ses-T1_task-Rhyming_bold,4,0.0229885057471264,0,0.311322344987586,47,0.270114942528736
ds001486_sub-0037,ds001486,sub-037,sub-037_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.389806104487471,95,0.545977011494253
ds001486_sub-0038,ds001486,sub-038,sub-038_ses-T1_task-Rhyming_bold,0,0.0,0,0.141389448121667,13,0.0722222222222222
ds001486_sub-0039,ds001486,sub-039,sub-039_ses-T1_task-Rhyming_bold,0,0.0,0,0.0827298659205713,0,0.0
ds001486_sub-0040,ds001486,sub-040,sub-040_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.212000654880977,26,0.149425287356322
ds001486_sub-0041,ds001486,sub-041,sub-041_ses-T1_task-Rhyming_bold,0,0.0,0,0.17501389998731,18,0.103448275862069
ds001486_sub-0042,ds001486,sub-042,sub-042_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.170530593820345,8,0.0459770114942529
ds001486_sub-0043,ds001486,sub-043,sub-043_ses-T1_task-Rhyming_bold,0,0.0,0,0.168703600965011,24,0.137931034482759
ds001486_sub-0044,ds001486,sub-044,sub-044_ses-T1_task-Rhyming_bold,0,0.0,0,0.0797056484533333,0,0.0
ds001486_sub-0045,ds001486,sub-045,sub-045_ses-T1_task-Rhyming_bold,0,0.0,0,0.153369405647805,9,0.0517241379310345
ds001486_sub-0046,ds001486,sub-046,sub-046_ses-T1_task-Rhyming_bold,0,0.0,0,0.0861391514110345,4,0.0229885057471264
ds001486_sub-0047,ds001486,sub-047,sub-047_ses-T1_task-Rhyming_bold,0,0.0,0,0.186012796924138,20,0.114942528735632
ds001486_sub-0048,ds001486,sub-048,sub-048_ses-T1_task-Rhyming_bold,0,0.0,0,0.172638492118448,20,0.114942528735632
ds001486_sub-0049,ds001486,sub-049,sub-049_ses-T1_task-Rhyming_bold,0,0.0,0,0.070179082833046,0,0.0
ds001486_sub-0050,ds001486,sub-050,sub-050_ses-T1_task-Rhyming_bold,0,0.0,0,0.221075073843391,37,0.21264367816092
ds001486_sub-0052,ds001486,sub-052,sub-052_ses-T1_task-Rhyming_bold,0,0.0,0,0.228854980536494,40,0.229885057471264
ds001486_sub-0053,ds001486,sub-053,sub-053_ses-T1_task-Rhyming_bold,0,0.0,0,0.447609335868161,113,0.649425287356322
ds001486_sub-0054,ds001486,sub-054,sub-054_ses-T1_task-Rhyming_bold,3,0.0172413793103448,0,0.192664981384891,11,0.0632183908045977
ds001486_sub-0055,ds001486,sub-055,sub-055_ses-T1_task-Rhyming_bold,0,0.0,0,0.183759499877931,22,0.126436781609195
ds001486_sub-0056,ds001486,sub-056,sub-056_ses-T1_task-Rhyming_bold,0,0.0,0,0.173440747626701,22,0.126436781609195
ds001486_sub-0057,ds001486,sub-057,sub-057_ses-T1_task-Rhyming_bold,0,0.0,0,0.0764117891151724,1,0.0057471264367816
ds001486_sub-0059,ds001486,sub-059,sub-059_ses-T1_task-Rhyming_bold,0,0.0,0,0.173693562227356,16,0.0919540229885057
ds001486_sub-0060,ds001486,sub-060,sub-060_ses-T1_task-Rhyming_bold,0,0.0,0,0.107616773000345,2,0.0114942528735632
ds001486_sub-0061,ds001486,sub-061,sub-061_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.224048170654023,23,0.132183908045977
ds001486_sub-0062,ds001486,sub-062,sub-062_ses-T1_task-Rhyming_bold,0,0.0,0,0.0934871288511494,5,0.028735632183908
ds001486_sub-0063,ds001486,sub-063,sub-063_ses-T1_task-Rhyming_bold,0,0.0,0,0.203201806940115,27,0.155172413793103
ds001486_sub-0064,ds001486,sub-064,sub-064_ses-T1_task-Rhyming_bold,0,0.0,0,0.099122392104023,4,0.0229885057471264
ds001486_sub-0065,ds001486,sub-065,sub-065_ses-T1_task-Rhyming_bold,4,0.021978021978022,0,0.486590334132967,102,0.56043956043956
ds001486_sub-0066,ds001486,sub-066,sub-066_ses-T1_task-Rhyming_bold,4,0.0222222222222222,0,0.232300391864521,31,0.172222222222222
ds001486_sub-0067,ds001486,sub-067,sub-067_ses-T1_task-Rhyming_bold,0,0.0,0,0.174434147293391,16,0.0919540229885057
ds001486_sub-0068,ds001486,sub-068,sub-068_ses-T1_task-Rhyming_bold,7,0.0402298850574713,0,0.297037986403678,35,0.201149425287356
ds001486_sub-0069,ds001486,sub-069,sub-069_ses-T1_task-Rhyming_bold,0,0.0,0,0.125738261208161,8,0.0459770114942529
ds001486_sub-0070,ds001486,sub-070,sub-070_ses-T1_task-Rhyming_bold,0,0.0,0,0.19231488812569,21,0.120689655172414
ds001486_sub-0071,ds001486,sub-071,sub-071_ses-T1_task-Rhyming_bold,4,0.0229885057471264,0,0.304972384987356,48,0.275862068965517
ds001486_sub-0072,ds001486,sub-072,sub-072_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.147800316509138,18,0.103448275862069
ds001486_sub-0073,ds001486,sub-073,sub-073_ses-T1_task-Rhyming_bold,0,0.0,0,0.0858865263048184,0,0.0
ds001486_sub-0074,ds001486,sub-074,sub-074_ses-T1_task-Rhyming_bold,0,0.0,0,0.118152450344253,10,0.0574712643678161
ds001486_sub-0075,ds001486,sub-075,sub-075_ses-T1_task-Rhyming_bold,0,0.0,0,0.0790737585994655,2,0.0114942528735632
ds001486_sub-0076,ds001486,sub-076,sub-076_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.254701238687471,29,0.166666666666667
ds001486_sub-0077,ds001486,sub-077,sub-077_ses-T1_task-Rhyming_bold,0,0.0,0,0.0943141901573563,0,0.0
ds001486_sub-0078,ds001486,sub-078,sub-078_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.137493775210517,6,0.0344827586206897
ds001486_sub-0079,ds001486,sub-079,sub-079_ses-T1_task-Rhyming_bold,0,0.0,0,0.27400811406695,44,0.244444444444444
ds001486_sub-0081,ds001486,sub-081,sub-081_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.324576858482874,56,0.32183908045977
ds001486_sub-0082,ds001486,sub-082,sub-082_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.185232771817471,18,0.103448275862069
ds001486_sub-0083,ds001486,sub-083,sub-083_ses-T1_task-Rhyming_bold,0,0.0,0,0.145131438441839,6,0.0344827586206897
ds001486_sub-0085,ds001486,sub-085,sub-085_ses-T1_task-Rhyming_bold,6,0.0344827586206897,0,0.248265441177931,30,0.172413793103448
ds001486_sub-0086,ds001486,sub-086,sub-086_ses-T1_task-Rhyming_bold,0,0.0,0,0.163666001458333,10,0.0574712643678161
ds001486_sub-0087,ds001486,sub-087,sub-087_ses-T1_task-Rhyming_bold,11,0.0632183908045977,0,0.390581358701552,32,0.183908045977011
ds001486_sub-0088,ds001486,sub-088,sub-088_ses-T1_task-Rhyming_bold,0,0.0,0,0.165551484754885,15,0.0862068965517241
ds001486_sub-0089,ds001486,sub-089,sub-089_ses-T1_task-Rhyming_bold,0,0.0,0,0.152897673501839,12,0.0689655172413793
ds001486_sub-0090,ds001486,sub-090,sub-090_ses-T1_task-Rhyming_bold,0,0.0,0,0.216986873401609,22,0.126436781609195
ds001486_sub-0091,ds001486,sub-091,sub-091_ses-T1_task-Rhyming_bold,0,0.0,0,0.0886743257974138,3,0.0172413793103448
ds001486_sub-0093,ds001486,sub-093,sub-093_ses-T1_task-Rhyming_bold,0,0.0,0,0.189214473202414,22,0.126436781609195
ds001486_sub-0094,ds001486,sub-094,sub-094_ses-T1_task-Rhyming_bold,0,0.0,0,0.166391806013333,9,0.0517241379310345
ds001486_sub-0095,ds001486,sub-095,sub-095_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.239550671248851,30,0.172413793103448
ds001486_sub-0096,ds001486,sub-096,sub-096_ses-T1_task-Rhyming_bold,0,0.0,0,0.255884333528161,41,0.235632183908046
ds001486_sub-0097,ds001486,sub-097,sub-097_ses-T1_task-Rhyming_bold,0,0.0,0,0.187355972851842,30,0.172413793103448
ds001486_sub-0098,ds001486,sub-098,sub-098_ses-T1_task-Rhyming_bold,0,0.0,0,0.141845215581897,8,0.0459770114942529
ds001486_sub-0100,ds001486,sub-100,sub-100_ses-T1_task-Rhyming_bold,0,0.0,0,0.185754763046207,22,0.126436781609195
ds001486_sub-0101,ds001486,sub-101,sub-101_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.244717052693345,26,0.149425287356322
ds001486_sub-0102,ds001486,sub-102,sub-102_ses-T1_task-Rhyming_bold,0,0.0,0,0.102236727594523,1,0.0057471264367816
ds001486_sub-0103,ds001486,sub-103,sub-103_ses-T1_task-Rhyming_bold,0,0.0,0,0.103553029552759,4,0.0229885057471264
ds001486_sub-0104,ds001486,sub-104,sub-104_ses-T1_task-Rhyming_bold,0,0.0,0,0.134766341986552,13,0.0747126436781609
ds001486_sub-0105,ds001486,sub-105,sub-105_ses-T1_task-Rhyming_bold,4,0.0229885057471264,0,0.374267564792299,69,0.396551724137931
ds001486_sub-0106,ds001486,sub-106,sub-106_ses-T1_task-Rhyming_bold,0,0.0,0,0.126178431691954,6,0.0344827586206897
ds001486_sub-0108,ds001486,sub-108,sub-108_ses-T1_task-Rhyming_bold,0,0.0,0,0.167777480608046,25,0.14367816091954
ds001486_sub-0109,ds001486,sub-109,sub-109_ses-T1_task-Rhyming_bold,0,0.0,0,0.119673971973736,6,0.0344827586206897
ds001486_sub-0110,ds001486,sub-110,sub-110_ses-T1_task-Rhyming_bold,0,0.0,0,0.0821265502752874,2,0.0114942528735632
ds001486_sub-0112,ds001486,sub-112,sub-112_ses-T1_task-Rhyming_bold,0,0.0,0,0.24197688356192,41,0.235632183908046
ds001486_sub-0113,ds001486,sub-113,sub-113_ses-T1_task-Rhyming_bold,0,0.0,0,0.118730288428793,8,0.0459770114942529
ds001486_sub-0114,ds001486,sub-114,sub-114_ses-T1_task-Rhyming_bold,0,0.0,0,0.158751969334483,23,0.132183908045977
ds001486_sub-0115,ds001486,sub-115,sub-115_ses-T1_task-Rhyming_bold,0,0.0,0,0.12862241597931,13,0.0747126436781609
ds001486_sub-0116,ds001486,sub-116,sub-116_ses-T1_task-Rhyming_bold,4,0.0229885057471264,0,0.508673324616092,86,0.494252873563218
ds001486_sub-0117,ds001486,sub-117,sub-117_ses-T1_task-Rhyming_bold,0,0.0,0,0.09654116056,2,0.0114942528735632
ds001486_sub-0118,ds001486,sub-118,sub-118_ses-T1_task-Rhyming_bold,0,0.0,0,0.185839609006586,28,0.160919540229885
ds001486_sub-0119,ds001486,sub-119,sub-119_ses-T1_task-Rhyming_bold,0,0.0,0,0.0787747571572069,0,0.0
ds001486_sub-0120,ds001486,sub-120,sub-120_ses-T1_task-Rhyming_bold,0,0.0,0,0.253821020778391,44,0.252873563218391
ds001486_sub-0122,ds001486,sub-122,sub-122_ses-T1_task-Rhyming_bold,0,0.0,0,0.118209477076437,3,0.0172413793103448
ds001486_sub-0123,ds001486,sub-123,sub-123_ses-T1_task-Rhyming_bold,0,0.0,0,0.0634334872484276,0,0.0
ds001486_sub-0124,ds001486,sub-124,sub-124_ses-T1_task-Rhyming_bold,0,0.0,0,0.149454968571149,12,0.0689655172413793
ds001486_sub-0125,ds001486,sub-125,sub-125_ses-T1_task-Rhyming_bold,0,0.0,0,0.107321235881379,4,0.0229885057471264
ds001486_sub-0126,ds001486,sub-126,sub-126_ses-T1_task-Rhyming_bold,4,0.0229885057471264,0,0.232425070859345,34,0.195402298850575
ds001486_sub-0127,ds001486,sub-127,sub-127_ses-T1_task-Rhyming_bold,0,0.0,0,0.160758374635345,9,0.0517241379310345
ds001486_sub-0128,ds001486,sub-128,sub-128_ses-T1_task-Rhyming_bold,0,0.0,0,0.379436411676264,90,0.517241379310345
ds001486_sub-0129,ds001486,sub-129,sub-129_ses-T1_task-Rhyming_bold,0,0.0,0,0.142742462753299,9,0.0517241379310345
ds001486_sub-0130,ds001486,sub-130,sub-130_ses-T1_task-Rhyming_bold,0,0.0,0,0.159479584785466,14,0.0804597701149425
ds001486_sub-0131,ds001486,sub-131,sub-131_ses-T1_task-Rhyming_bold,0,0.0,0,0.20379794931092,21,0.120689655172414
ds001486_sub-0132,ds001486,sub-132,sub-132_ses-T1_task-Rhyming_bold,2,0.0114942528735632,0,0.224332011690149,20,0.114942528735632
ds001894_sub-0001,ds001894,sub-001,sub-001_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.184410411680811,19,0.0969387755102041
ds001894_sub-0001,ds001894,sub-001,sub-001_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.177545938293214,26,0.13265306122449
ds001894_sub-0002,ds001894,sub-002,sub-002_ses-T1_task-VVWord_run-01_bold,3,0.0153061224489796,0,0.321330417978929,63,0.321428571428571
ds001894_sub-0002,ds001894,sub-002,sub-002_ses-T1_task-VVWord_run-02_bold,7,0.0357142857142857,0,0.533403262192651,116,0.591836734693878
ds001894_sub-0003,ds001894,sub-003,sub-003_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.256054954008673,46,0.23469387755102
ds001894_sub-0003,ds001894,sub-003,sub-003_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.152094529011939,8,0.0408163265306122
ds001894_sub-0004,ds001894,sub-004,sub-004_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.151095399389796,12,0.0612244897959184
ds001894_sub-0004,ds001894,sub-004,sub-004_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.14652739845598,16,0.0816326530612245
ds001894_sub-0005,ds001894,sub-005,sub-005_ses-T1_task-VVWord_run-01_bold,4,0.0204081632653061,0,0.302623302852036,60,0.306122448979592
ds001894_sub-0005,ds001894,sub-005,sub-005_ses-T1_task-VVWord_run-02_bold,14,0.0714285714285714,1,0.479427239189133,66,0.336734693877551
ds001894_sub-0006,ds001894,sub-006,sub-006_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.263977691499179,69,0.352040816326531
ds001894_sub-0006,ds001894,sub-006,sub-006_ses-T1_task-VVWord_run-02_bold,2,0.0102040816326531,0,0.282367957102245,66,0.336734693877551
ds001894_sub-0007,ds001894,sub-007,sub-007_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.286572121823622,52,0.26530612244898
ds001894_sub-0007,ds001894,sub-007,sub-007_ses-T1_task-VVWord_run-02_bold,4,0.0204081632653061,0,0.37097950149102,56,0.285714285714286
ds001894_sub-0008,ds001894,sub-008,sub-008_ses-T1_task-VVWord_run-01_bold,2,0.0102040816326531,0,0.164634449288102,11,0.0561224489795918
ds001894_sub-0008,ds001894,sub-008,sub-008_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.164780200944541,13,0.0663265306122449
ds001894_sub-0009,ds001894,sub-009,sub-009_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.242977794612143,33,0.168367346938776
ds001894_sub-0009,ds001894,sub-009,sub-009_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.185947894225,18,0.0918367346938776
ds001894_sub-0010,ds001894,sub-010,sub-010_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.129277214483827,3,0.0153061224489796
ds001894_sub-0010,ds001894,sub-010,sub-010_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.129099177719286,5,0.0255102040816327
ds001894_sub-0011,ds001894,sub-011,sub-011_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.126571366138265,9,0.0459183673469388
ds001894_sub-0011,ds001894,sub-011,sub-011_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.111972059948265,3,0.0153061224489796
ds001894_sub-0012,ds001894,sub-012,sub-012_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.110650893069337,11,0.0561224489795918
ds001894_sub-0012,ds001894,sub-012,sub-012_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.109424434405918,11,0.0561224489795918
ds001894_sub-0013,ds001894,sub-013,sub-013_ses-T1_task-VVWord_run-01_bold,6,0.0306122448979592,0,0.374741246492194,61,0.311224489795918
ds001894_sub-0013,ds001894,sub-013,sub-013_ses-T1_task-VVWord_run-02_bold,9,0.0459183673469388,0,0.390805375575204,55,0.280612244897959
ds001894_sub-0014,ds001894,sub-014,sub-014_ses-T1_task-VVWord_run-01_bold,4,0.0204081632653061,0,0.39246719724949,99,0.505102040816326
ds001894_sub-0014,ds001894,sub-014,sub-014_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.355070546056714,85,0.433673469387755
ds001894_sub-0016,ds001894,sub-016,sub-016_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.158462193039439,6,0.0306122448979592
ds001894_sub-0016,ds001894,sub-016,sub-016_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.147118129508163,1,0.0051020408163265
ds001894_sub-0017,ds001894,sub-017,sub-017_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.0981347452651531,7,0.0357142857142857
ds001894_sub-0017,ds001894,sub-017,sub-017_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.0937994792142704,7,0.0357142857142857
ds001894_sub-0018,ds001894,sub-018,sub-018_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.12194207369975,5,0.0255102040816327
ds001894_sub-0018,ds001894,sub-018,sub-018_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.167025908217449,16,0.0816326530612245
ds001894_sub-0019,ds001894,sub-019,sub-019_ses-T1_task-VVWord_run-01_bold,6,0.0306122448979592,0,0.285595991175,42,0.214285714285714
ds001894_sub-0019,ds001894,sub-019,sub-019_ses-T1_task-VVWord_run-02_bold,3,0.0153061224489796,0,0.264469984011954,38,0.193877551020408
ds001894_sub-0020,ds001894,sub-020,sub-020_ses-T1_task-VVWord_run-01_bold,2,0.0102040816326531,0,0.231668629688878,43,0.219387755102041
ds001894_sub-0020,ds001894,sub-020,sub-020_ses-T1_task-VVWord_run-02_bold,6,0.0306122448979592,0,0.424041492196275,72,0.36734693877551
ds001894_sub-0021,ds001894,sub-021,sub-021_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.233374127509796,42,0.214285714285714
ds001894_sub-0021,ds001894,sub-021,sub-021_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.219874586541327,37,0.188775510204082
ds001894_sub-0022,ds001894,sub-022,sub-022_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.22614697258,37,0.188775510204082
ds001894_sub-0022,ds001894,sub-022,sub-022_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.189441103921939,19,0.0969387755102041
ds001894_sub-0023,ds001894,sub-023,sub-023_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.152429867569082,8,0.0408163265306122
ds001894_sub-0023,ds001894,sub-023,sub-023_ses-T1_task-VVWord_run-02_bold,2,0.0102040816326531,0,0.252943211470204,41,0.209183673469388
ds001894_sub-0024,ds001894,sub-024,sub-024_ses-T1_task-VVWord_run-01_bold,7,0.0357142857142857,0,0.410714270844394,52,0.26530612244898
ds001894_sub-0024,ds001894,sub-024,sub-024_ses-T1_task-VVWord_run-02_bold,31,0.158163265306122,0,0.930817046123522,123,0.627551020408163
ds001894_sub-0025,ds001894,sub-025,sub-025_ses-T1_task-VVWord_run-01_bold,6,0.0307692307692308,0,0.346387500213128,41,0.21025641025641
ds001894_sub-0025,ds001894,sub-025,sub-025_ses-T1_task-VVWord_run-02_bold,11,0.0561224489795918,0,0.376810033331735,59,0.301020408163265
ds001894_sub-0026,ds001894,sub-026,sub-026_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.15450250493449,12,0.0612244897959184
ds001894_sub-0026,ds001894,sub-026,sub-026_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.144160936926327,7,0.0357142857142857
ds001894_sub-0027,ds001894,sub-027,sub-027_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.17415878913648,18,0.0918367346938776
ds001894_sub-0027,ds001894,sub-027,sub-027_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.165929369106949,13,0.0663265306122449
ds001894_sub-0028,ds001894,sub-028,sub-028_ses-T1_task-VVWord_run-01_bold,4,0.0204081632653061,0,0.437939557997653,84,0.428571428571429
ds001894_sub-0028,ds001894,sub-028,sub-028_ses-T1_task-VVWord_run-02_bold,22,0.112244897959184,1,0.73592538859949,132,0.673469387755102
ds001894_sub-0029,ds001894,sub-029,sub-029_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.26437531821148,59,0.301020408163265
ds001894_sub-0029,ds001894,sub-029,sub-029_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.256127348308837,60,0.306122448979592
ds001894_sub-0030,ds001894,sub-030,sub-030_ses-T1_task-VVWord_run-01_bold,2,0.0102040816326531,0,0.238004353751469,33,0.168367346938776
ds001894_sub-0030,ds001894,sub-030,sub-030_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.182265857867041,13,0.0663265306122449
ds001894_sub-0032,ds001894,sub-032,sub-032_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.130576169260255,2,0.0102040816326531
ds001894_sub-0032,ds001894,sub-032,sub-032_ses-T1_task-VVWord_run-02_bold,2,0.0102040816326531,0,0.247214074805821,20,0.102040816326531
ds001894_sub-0033,ds001894,sub-033,sub-033_ses-T1_task-VVWord_run-01_bold,4,0.0204081632653061,0,0.204240533667347,25,0.127551020408163
ds001894_sub-0033,ds001894,sub-033,sub-033_ses-T1_task-VVWord_run-02_bold,4,0.0204081632653061,0,0.194253192176735,24,0.122448979591837
ds001894_sub-0035,ds001894,sub-035,sub-035_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.157588690164643,19,0.0969387755102041
ds001894_sub-0035,ds001894,sub-035,sub-035_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.106135292710102,4,0.0204081632653061
ds001894_sub-0036,ds001894,sub-036,sub-036_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.0441813949574286,0,0.0
ds001894_sub-0036,ds001894,sub-036,sub-036_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.0491164311270918,0,0.0
ds001894_sub-0037,ds001894,sub-037,sub-037_ses-T1_task-VVWord_run-01_bold,3,0.0153061224489796,0,0.353068422497551,79,0.403061224489796
ds001894_sub-0037,ds001894,sub-037,sub-037_ses-T1_task-VVWord_run-02_bold,18,0.0918367346938776,0,0.686434942046939,123,0.627551020408163
ds001894_sub-0038,ds001894,sub-038,sub-038_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.222113384995408,27,0.137755102040816
ds001894_sub-0038,ds001894,sub-038,sub-038_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.191375577300765,23,0.11734693877551
ds001894_sub-0039,ds001894,sub-039,sub-039_ses-T1_task-VVWord_run-01_bold,0,0.0,0,0.11892473651501,11,0.0561224489795918
ds001894_sub-0039,ds001894,sub-039,sub-039_ses-T1_task-VVWord_run-02_bold,0,0.0,0,0.101568343330163,5,0.0255102040816327
ds001894_sub-0040,ds001894,sub-040,sub-040_ses-T1_task-VVWord_run-01_bold,9,0.0459183673469388,0,0.550355546189286,118,0.602040816326531
